Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.271193,1213500000.0,0.0,0.0,781600000.0,128600000.0,3333200000.0,1213500000.0,1084900000.0,-12600000.0,12600000.0,781600000.0,781600000.0,5644700000.0,,,,,781600000.0,781600000.0,0.0,781600000.0,100000.0,781500000.0,781500000.0,290800000.0,1072300000.0,129700000.0,0.0,-12600000.0,12600000.0,955200000.0,2311500000.0,859800000.0,128600000.0,128600000.0,597500000.0,597500000.0,3266700000.0,3333200000.0,6599900000.0,6599900000.0,2024-03-31
0.0,0.210764,1292200000.0,0.0,0.0,908900000.0,128300000.0,3403700000.0,1292200000.0,1163900000.0,-11900000.0,11900000.0,908900000.0,908900000.0,5717000000.0,366491935.0,366491935.0,2.48,2.48,908900000.0,908900000.0,0.0,908900000.0,-300000.0,909200000.0,909200000.0,242800000.0,1152000000.0,105900000.0,0.0,-11900000.0,11900000.0,1058000000.0,2313300000.0,826600000.0,128300000.0,128300000.0,606800000.0,606800000.0,3371300000.0,3403700000.0,6775000000.0,6775000000.0,2023-12-31
0.0,0.230462,1486000000.0,0.0,0.0,1041500000.0,123100000.0,3719300000.0,1486000000.0,1362900000.0,-11700000.0,11700000.0,1041500000.0,1041500000.0,6092800000.0,366725352.0,366725352.0,2.84,2.84,1041500000.0,1041500000.0,0.0,1041500000.0,1700000.0,1039800000.0,1039800000.0,311400000.0,1351200000.0,132300000.0,0.0,-11700000.0,11700000.0,1230600000.0,2373500000.0,907400000.0,123100000.0,123100000.0,573900000.0,573900000.0,3604100000.0,3719300000.0,7323400000.0,7323400000.0,2023-09-30
0.0,0.206447,1343600000.0,0.0,0.0,962900000.0,119600000.0,3582200000.0,1343600000.0,1224000000.0,-11100000.0,11100000.0,962900000.0,962900000.0,5816400000.0,367519084.0,367519084.0,2.62,2.62,962900000.0,962900000.0,0.0,962900000.0,400000.0,962500000.0,962500000.0,250400000.0,1212900000.0,169400000.0,0.0,-11100000.0,11100000.0,1054600000.0,2234200000.0,851600000.0,119600000.0,119600000.0,504100000.0,504100000.0,3288800000.0,3582200000.0,6871000000.0,6871000000.0,2023-06-30
50242149.002541,0.276821,787486000.0,181497000.0,181497000.0,592510000.0,119032000.0,3456117000.0,968983000.0,849951000.0,45318000.0,30569000.0,461255149.002541,592510000.0,5339512000.0,,,,,592510000.0,592510000.0,0.0,592510000.0,-150000.0,592560000.0,592560000.0,226822000.0,819382000.0,-221327000.0,181497000.0,45318000.0,30569000.0,811550000.0,1883395000.0,-1248897000.0,119032000.0,108577000.0,2172894000.0,2007916000.0,2694945000.0,3456117000.0,6151062000.0,6151062000.0,2023-03-31
,,,,,,,,,,,,,,,366250000.0,366250000.0,1.84,1.84,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.231775,1471700000.0,,,1017300000.0,134100000.0,3613400000.0,1471700000.0,1337600000.0,-13900000.0,13900000.0,1017300000.0,1017300000.0,6217700000.0,367256318.0,367256318.0,2.77,2.77,1017300000.0,1017300000.0,0.0,1017300000.0,400000.0,1016900000.0,1016900000.0,306800000.0,1323700000.0,137200000.0,,-13900000.0,13900000.0,1200400000.0,2604300000.0,992900000.0,134100000.0,134100000.0,615700000.0,615700000.0,3804700000.0,3613400000.0,7418100000.0,7418100000.0,2024-06-30 00:00:00
