Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.195237,266100000.0,256800000.0,42200000.0,738300000.0,266100000.0,223900000.0,256800000.0,256800000.0,1312500000.0,,,,,256800000.0,256800000.0,0.0,256800000.0,256800000.0,256800000.0,62300000.0,319100000.0,95200000.0,223900000.0,574200000.0,356400000.0,42200000.0,42200000.0,798100000.0,738300000.0,1536400000.0,1536400000.0,2024-03-31
0.0,0.272234,233500000.0,174300000.0,30100000.0,612800000.0,233500000.0,203400000.0,174300000.0,174300000.0,1052000000.0,76784141.0,76784141.0,2.27,2.27,174300000.0,174300000.0,0.0,174300000.0,174300000.0,174300000.0,65200000.0,239500000.0,36100000.0,203400000.0,439200000.0,231600000.0,30100000.0,30100000.0,642600000.0,612800000.0,1255400000.0,1255400000.0,2023-12-31
0.0,0.291301,287300000.0,210200000.0,30100000.0,644600000.0,287300000.0,257200000.0,210200000.0,210200000.0,1097000000.0,76715328.0,76715328.0,2.74,2.74,210200000.0,210200000.0,0.0,210200000.0,210200000.0,210200000.0,86400000.0,296600000.0,39400000.0,257200000.0,452400000.0,233700000.0,30100000.0,30100000.0,709600000.0,644600000.0,1354200000.0,1354200000.0,2023-09-30
0.0,0.248756,231000000.0,181200000.0,29700000.0,570600000.0,231000000.0,201300000.0,181200000.0,181200000.0,1013200000.0,76779661.0,76779661.0,2.36,2.36,181200000.0,181200000.0,0.0,181200000.0,181200000.0,181200000.0,60000000.0,241200000.0,39900000.0,201300000.0,442600000.0,186300000.0,29700000.0,29700000.0,643900000.0,570600000.0,1214500000.0,1214500000.0,2023-06-30
0.0,0.266667,276300000.0,194700000.0,28800000.0,744400000.0,276300000.0,247500000.0,194700000.0,194700000.0,889400000.0,,,,,194700000.0,194700000.0,0.0,194700000.0,194700000.0,194700000.0,70800000.0,265500000.0,-62700000.0,247500000.0,145000000.0,-48500000.0,28800000.0,28000000.0,392500000.0,744400000.0,1136900000.0,1136900000.0,2023-03-31
,,,,,,,,,,,76593886.0,76593886.0,2.29,2.29,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.251813,286500000.0,216600000.0,30900000.0,643600000.0,286500000.0,255600000.0,216600000.0,216600000.0,1132600000.0,76808511.0,76808511.0,2.82,2.82,216600000.0,216600000.0,0.0,216600000.0,216600000.0,216600000.0,72900000.0,289500000.0,33900000.0,255600000.0,489000000.0,262100000.0,30900000.0,30900000.0,744600000.0,643600000.0,1388200000.0,1388200000.0,2024-06-30 00:00:00
