Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
9910330.0,9910330.0,,,1100242000.0,2040242000.0,-83236000.0,1100242000.0,2040242000.0,2040242000.0,2040242000.0,2040242000.0,1941139000.0,,,99103000.0,99103000.0,2378327000.0,335633000.0,86398000.0,,,49727000.0,2042694000.0,,,2042694000.0,,,20669000.0,2022025000.0,4418569000.0,2459111000.0,1629000.0,1305662000.0,,1305662000.0,140570000.0,940000000.0,940000000.0,71250000.0,,,,,,,1959458000.0,,,1841183000.0,35869000.0,,82406000.0,57798000.0,24608000.0,,2024-03-31
9910330.0,9910330.0,1658930000.0,1664106000.0,941214000.0,3545320000.0,1792216000.0,941214000.0,1881214000.0,3545320000.0,1881214000.0,1881214000.0,1782111000.0,,,99103000.0,99103000.0,1854872000.0,1833163000.0,5900000.0,1664106000.0,1664106000.0,37874000.0,21709000.0,,,21709000.0,,,18882000.0,2827000.0,3736086000.0,1922161000.0,6680000.0,760601000.0,,760601000.0,141799000.0,940000000.0,940000000.0,73081000.0,,,,,,,1813925000.0,,,1750022000.0,0.0,,63903000.0,58727000.0,5176000.0,,2023-09-30
9910330.0,9910330.0,1803071000.0,1806413000.0,855063000.0,3601476000.0,1209214000.0,855063000.0,1795063000.0,2821825000.0,1795063000.0,1795063000.0,1695964000.0,679908000.0,804866000.0,99103000.0,99103000.0,2046262000.0,1058210000.0,10846000.0,1026762000.0,1026762000.0,31448000.0,988052000.0,779651000.0,779651000.0,84183000.0,10846000.0,562000.0,6827000.0,65948000.0,3841325000.0,1644059000.0,1827000.0,485181000.0,485181000.0,725255000.0,143026000.0,940000000.0,940000000.0,75852000.0,-106903000.0,182755000.0,0.0,169293000.0,13462000.0,0.0,2197266000.0,3300000.0,2238000.0,1833574000.0,8026000.0,55609000.0,294519000.0,291177000.0,3342000.0,3342000.0,2023-03-31
