Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,1041000.0,0.0,0.0,788000.0,254000.0,485000.0,1041000.0,787000.0,114000.0,-1000.0,788000.0,788000.0,1338000.0,,,,,788000.0,788000.0,0.0,788000.0,788000.0,788000.0,0.0,788000.0,-109000.0,0.0,0.0,114000.0,-1000.0,781000.0,853000.0,-576000.0,254000.0,254000.0,1634000.0,485000.0,2119000.0,2119000.0,2023-03-31
0.0,0.0,-458000.0,885000.0,885000.0,44000.0,383000.0,-12000.0,427000.0,44000.0,0.0,0.0,-841000.0,44000.0,2434000.0,155009600.0,155009600.0,0.0012,0.0012,44000.0,44000.0,0.0,44000.0,44000.0,44000.0,0.0,44000.0,,885000.0,-885000.0,0.0,0.0,-841000.0,2446000.0,1793000.0,383000.0,383000.0,1605000.0,-12000.0,1593000.0,1593000.0,2022-12-31
0.0,0.0,-300000.0,,,-681000.0,371000.0,955000.0,-300000.0,-671000.0,-10000.0,10000.0,-681000.0,-681000.0,3041000.0,154772727.0,154772727.0,-0.0044,-0.0044,-681000.0,-681000.0,0.0,-681000.0,-681000.0,-681000.0,0.0,-681000.0,1000.0,,,-10000.0,10000.0,-672000.0,2086000.0,1517000.0,371000.0,371000.0,1414000.0,955000.0,2369000.0,2369000.0,2023-12-31 00:00:00
0.0,0.0,-347000.0,354000.0,354000.0,-413000.0,420000.0,708000.0,7000.0,-413000.0,0.0,0.0,-767000.0,-413000.0,2487000.0,158846154.0,158846154.0,-0.0026,-0.0026,-413000.0,-413000.0,0.0,-413000.0,-413000.0,-413000.0,0.0,-413000.0,2000.0,354000.0,,0.0,0.0,-769000.0,1779000.0,1103000.0,420000.0,420000.0,1010000.0,708000.0,1718000.0,1718000.0,2023-06-30 00:00:00
0.0,0.0,-2224000.0,0.0,0.0,-2292000.0,58000.0,857000.0,-2224000.0,-2282000.0,-10000.0,10000.0,-2292000.0,-2292000.0,4390000.0,,,,,-2292000.0,-2292000.0,0.0,-2292000.0,-2292000.0,-2292000.0,,-2292000.0,0.0,0.0,,-10000.0,10000.0,-2282000.0,3533000.0,3255000.0,58000.0,58000.0,1251000.0,857000.0,2108000.0,2108000.0,2024-03-31 00:00:00
0.0,0.0,-525000.0,0.0,0.0,-911000.0,371000.0,979000.0,-525000.0,-896000.0,-15000.0,15000.0,-911000.0,-911000.0,3115000.0,157068966.0,157068966.0,-0.0058,-0.0058,-911000.0,-911000.0,0.0,-911000.0,-911000.0,-911000.0,0.0,-911000.0,1000.0,0.0,,-15000.0,15000.0,-917000.0,2136000.0,1478000.0,371000.0,371000.0,1219000.0,979000.0,2198000.0,2198000.0,2023-09-30 00:00:00
