Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Restructuring And Mergern Acquisition
-38771946.858385,0.379151,6986690000.0,-102260000.0,-102260000.0,2359530000.0,2071080000.0,19566080000.0,6884430000.0,4813350000.0,-1155200000.0,1155200000.0,2423018053.141615,2359530000.0,26385920000.0,,,,,2359530000.0,2359530000.0,0.0,2359530000.0,88370000.0,2271160000.0,2271160000.0,1386990000.0,3658150000.0,-10409410000.0,-102260000.0,102260000.0,-1155200000.0,1155200000.0,15256140000.0,6819840000.0,,2071080000.0,2071080000.0,22075980000.0,19566080000.0,41642060000.0,41642060000.0,2024-03-31,
0.0,0.355895,7555230000.0,0.0,0.0,2645460000.0,2236650000.0,17803190000.0,7555230000.0,5318580000.0,-1368170000.0,1368170000.0,2645460000.0,2645460000.0,24537870000.0,465750000.0,465750000.0,5.68,5.68,2645460000.0,2645460000.0,0.0,2645460000.0,100980000.0,2544480000.0,2544480000.0,1405930000.0,3950410000.0,-9073350000.0,0.0,,-1368170000.0,1368170000.0,14126220000.0,6734680000.0,,2236650000.0,2236650000.0,20860900000.0,17803190000.0,38664090000.0,38664090000.0,2023-12-31,
-7586212.294485,0.361765,6744160000.0,-20970000.0,-20970000.0,2272250000.0,2113330000.0,17642150000.0,6723190000.0,4609860000.0,-1243310000.0,1243310000.0,2285633787.705515,2272250000.0,33631910000.0,465625000.0,465625000.0,4.88,4.88,2272250000.0,2272250000.0,0.0,2272250000.0,123600000.0,2148650000.0,2148650000.0,1217900000.0,3366550000.0,524850000.0,-20970000.0,20970000.0,-1243310000.0,1243310000.0,4109960000.0,15989760000.0,9249200000.0,2113330000.0,2113330000.0,20099720000.0,17642150000.0,37741870000.0,37741870000.0,2023-09-30,
0.0,0.374109,6620700000.0,0.0,0.0,2234040000.0,2060900000.0,18780490000.0,6620700000.0,4559800000.0,-1144990000.0,1144990000.0,2234040000.0,2234040000.0,34658450000.0,465425000.0,465425000.0,4.8,4.8,2234040000.0,2234040000.0,0.0,2234040000.0,96740000.0,2137300000.0,2137300000.0,1277510000.0,3414810000.0,641560000.0,0.0,,-1144990000.0,1144990000.0,4114240000.0,15877960000.0,9091110000.0,2060900000.0,2060900000.0,19992200000.0,18780490000.0,38772690000.0,38772690000.0,2023-06-30,
88077719.247631,0.277375,3992860000.0,317540000.0,317540000.0,1354980000.0,1811420000.0,27354190000.0,4310400000.0,2498980000.0,-429570000.0,731230000.0,1125517719.247631,1354980000.0,27426740000.0,,,,,1354980000.0,1354980000.0,0.0,1354980000.0,77560000.0,1277420000.0,1277420000.0,490330000.0,1767750000.0,-777970000.0,-461010000.0,,-429570000.0,731230000.0,2696780000.0,72550000.0,-10382860000.0,1811420000.0,1575110000.0,2769330000.0,27354190000.0,30123520000.0,30123520000.0,2023-03-31,
,,,,,,,,,,,,,,,463483146.0,463483146.0,1.78,1.78,,,,,,,,,,,,180000.0,,,,,8748940000.0,,,,,,,2022-12-31,
-455295000.0,0.3,7932910000.0,-1517650000.0,-1517650000.0,1745750000.0,2182680000.0,18368590000.0,6415260000.0,4232580000.0,-1237140000.0,1237140000.0,2808105000.0,1745750000.0,35834550000.0,400401376.0,400401376.0,4.36,4.36,1745750000.0,1745750000.0,0.0,1745750000.0,,1745750000.0,1745750000.0,1249690000.0,2995440000.0,516460000.0,-1517650000.0,,-1237140000.0,1237140000.0,5226910000.0,17465960000.0,10295930000.0,2182680000.0,2182680000.0,22692870000.0,18368590000.0,41061460000.0,41061460000.0,2024-06-30 00:00:00,1517650000.0
