Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.4,1233100000.0,200300000.0,304800000.0,3352900000.0,1233100000.0,928300000.0,-545100000.0,545100000.0,200300000.0,190800000.0,4595600000.0,,,,,190800000.0,190800000.0,0.0,190800000.0,-188500000.0,379300000.0,,-9500000.0,388800000.0,-5600000.0,383200000.0,375900000.0,-545100000.0,545100000.0,689300000.0,1242700000.0,630200000.0,304800000.0,304800000.0,1932000000.0,3352900000.0,5284900000.0,5284900000.0,2024-03-31,,,
0.0,0.3,1178100000.0,-57500000.0,287300000.0,3493900000.0,1178100000.0,890800000.0,-595600000.0,595600000.0,-57500000.0,-78600000.0,4201300000.0,12047573.0,12047573.0,-4.02,-4.02,-78600000.0,-78600000.0,0.0,-78600000.0,-13400000.0,-65200000.0,,-21100000.0,-44100000.0,339300000.0,295200000.0,49900000.0,-595600000.0,595600000.0,840900000.0,707400000.0,153400000.0,287300000.0,287300000.0,1548300000.0,3493900000.0,5042200000.0,5042200000.0,2023-12-31,,,
0.0,0.3,412900000.0,-443000000.0,269400000.0,2689800000.0,412900000.0,143500000.0,-624500000.0,624500000.0,-443000000.0,-421000000.0,3713200000.0,8675497.0,8675497.0,-48.32,-48.32,-419200000.0,-419200000.0,0.0,-419200000.0,152200000.0,-571400000.0,1800000.0,22000000.0,-595200000.0,114300000.0,-481000000.0,142500000.0,-624500000.0,624500000.0,800000.0,1023400000.0,492100000.0,269400000.0,269400000.0,1024200000.0,2689800000.0,3714000000.0,3714000000.0,2023-09-30,,,
0.0,0.090395,-315700000.0,-746800000.0,246600000.0,1553300000.0,-315700000.0,-562300000.0,-674500000.0,674500000.0,-746800000.0,-740700000.0,2483800000.0,,,,,-740700000.0,-740700000.0,0.0,-740700000.0,378300000.0,-1119000000.0,0.0,6100000.0,-1125000000.0,-111800000.0,-1236800000.0,62800000.0,-674500000.0,674500000.0,-625100000.0,930500000.0,456400000.0,246600000.0,246600000.0,305400000.0,1553300000.0,1858700000.0,1858700000.0,2023-03-31,,,
0.0,0.022198,-1729300000.0,-1457800000.0,256400000.0,1916200000.0,-1729300000.0,-1985700000.0,-920000000.0,920000000.0,-1457800000.0,-1496300000.0,4373500000.0,11221127.0,11221127.0,-255.15,-255.15,-1496300000.0,-1496300000.0,0.0,-1496300000.0,1382500000.0,-2879700000.0,0.0,-38500000.0,-2841200000.0,-64500000.0,-2905700000.0,116400000.0,-920000000.0,920000000.0,-2102100000.0,2457300000.0,1967100000.0,256400000.0,256400000.0,355200000.0,1916200000.0,2271400000.0,2271400000.0,2022-12-31,,,
0.0,0.255818,1496200000.0,70800000.0,422800000.0,4323800000.0,1496200000.0,1073400000.0,-557800000.0,557800000.0,70800000.0,102900000.0,5473000000.0,12049180.0,12049180.0,8.54,8.54,102900000.0,102900000.0,0.0,102900000.0,-313100000.0,415800000.0,,32100000.0,383700000.0,131900000.0,515600000.0,150700000.0,-557800000.0,557800000.0,922700000.0,1149200000.0,414800000.0,422800000.0,422800000.0,2071900000.0,4323800000.0,6395700000.0,6395700000.0,2024-06-30 00:00:00,0.0,0.0,0.0
0.0,0.3,335200000.0,-368000000.0,294500000.0,2649900000.0,335200000.0,40700000.0,-686200000.0,686200000.0,-368000000.0,-368000000.0,3503200000.0,11221127.0,11221127.0,-58.61,-58.61,-368000000.0,-368000000.0,0.0,-368000000.0,289600000.0,-657700000.0,,0.0,-657700000.0,12200000.0,-645500000.0,48900000.0,-686200000.0,686200000.0,-8200000.0,853300000.0,300900000.0,294500000.0,294500000.0,845100000.0,2649900000.0,3495000000.0,3495000000.0,2023-06-30 00:00:00,0.0,0.0,0.0
