Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
1082452.939772,0.063132,171749000.0,17146000.0,17146000.0,117755000.0,5436000.0,5197051000.0,188895000.0,183459000.0,-57769000.0,57769000.0,,101691452.939772,117755000.0,5271602000.0,,,,,117755000.0,117755000.0,0.0,117755000.0,0.0,117755000.0,117755000.0,7935000.0,125690000.0,13103000.0,17146000.0,,,-57769000.0,57769000.0,,153111000.0,74551000.0,61002000.0,5436000.0,5436000.0,227662000.0,5197051000.0,5424713000.0,5424713000.0,2024-03-31
0.0,0.164949,103173000.0,0.0,0.0,29003000.0,5268000.0,5200290000.0,103173000.0,97905000.0,-63173000.0,63173000.0,,29003000.0,29003000.0,5267599000.0,145015000.0,145015000.0,0.2,0.2,29003000.0,29003000.0,0.0,29003000.0,0.0,29003000.0,29003000.0,5729000.0,34732000.0,45786000.0,0.0,,,-63173000.0,63173000.0,,52119000.0,67309000.0,47971000.0,5268000.0,5268000.0,119428000.0,5200290000.0,5319718000.0,5319718000.0,2023-12-31
0.0,0.3,98413000.0,0.0,0.0,9466000.0,9330000.0,4234144000.0,98413000.0,89083000.0,-67658000.0,67658000.0,,9466000.0,9466000.0,4370598000.0,135228571.0,135228571.0,0.07,0.07,9466000.0,9466000.0,0.0,9466000.0,0.0,9466000.0,9466000.0,11959000.0,21425000.0,55640000.0,0.0,,,-67658000.0,67658000.0,,33444000.0,136454000.0,109829000.0,9330000.0,9330000.0,169898000.0,4234144000.0,4404042000.0,4404042000.0,2023-09-30
0.0,0.3,119656000.0,0.0,0.0,45859000.0,9721000.0,3026318000.0,119656000.0,109935000.0,-65454000.0,65454000.0,,45859000.0,45859000.0,3153963000.0,143309375.0,143309375.0,0.32,0.32,45859000.0,45859000.0,0.0,45859000.0,0.0,45859000.0,45859000.0,-1378000.0,44481000.0,24339000.0,0.0,,,-65454000.0,65454000.0,,85596000.0,127645000.0,96481000.0,9721000.0,9721000.0,213241000.0,3026318000.0,3239559000.0,3239559000.0,2023-06-30
-883612.968104,0.213279,149974000.0,-4143000.0,-4143000.0,71974000.0,18992000.0,3260767000.0,145831000.0,126839000.0,-42540000.0,35353000.0,6856000.0,75233387.031896,71974000.0,3011017000.0,,,,,71974000.0,71974000.0,0.0,71974000.0,0.0,71974000.0,71974000.0,19512000.0,91486000.0,-132780000.0,-5377000.0,,-152000.0,-42540000.0,35353000.0,6856000.0,260633000.0,-249750000.0,-324151000.0,18992000.0,18712000.0,10883000.0,3260767000.0,3271650000.0,3271650000.0,2023-03-31
,,,,,,,,,,,,1914000.0,,,,140890625.0,136621212.0,0.32,0.33,,,,,,,,,,,,-5128000.0,-2101000.0,,,1914000.0,,,,,,,,,,2022-12-31
0.0,0.218305,155147000.0,0.0,0.0,60110000.0,5388000.0,6576168000.0,155147000.0,149759000.0,-72862000.0,72862000.0,,60110000.0,60110000.0,6695874000.0,146609756.0,146609756.0,0.41,0.41,60110000.0,60110000.0,0.0,60110000.0,0.0,60110000.0,60110000.0,16787000.0,76897000.0,45942000.0,0.0,,,-72862000.0,72862000.0,,103817000.0,119706000.0,101434000.0,5388000.0,5388000.0,223523000.0,6576168000.0,6799691000.0,6799691000.0,2024-06-30 00:00:00
