Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
57604200.0,57604200.0,36669000.0,424794000.0,3353009000.0,3837718000.0,2127236000.0,3353009000.0,2136000.0,3415060000.0,3537781000.0,3415060000.0,3415060000.0,3299852000.0,,115208000.0,115208000.0,1012602000.0,190670000.0,78000.0,,,55654000.0,123799000.0,1078000.0,122721000.0,11139000.0,821932000.0,53382000.0,,300995000.0,1058000.0,299937000.0,,3907000.0,391178000.0,,,1358000.0,389820000.0,4427662000.0,1478494000.0,24591000.0,,116714000.0,116714000.0,,,,,19186000.0,62051000.0,41645000.0,20406000.0,1255952000.0,,1255952000.0,126621000.0,1129331000.0,,,,,2949168000.0,53917000.0,,,1279418000.0,,,,,1863000.0,1137432000.0,,,476538000.0,90549000.0,385989000.0,,,2024-03-31
57604200.0,57604200.0,139178000.0,427307000.0,2962868000.0,3453436000.0,1874731000.0,2962868000.0,2900000.0,3029029000.0,3229782000.0,3029029000.0,3029029000.0,2913821000.0,,115208000.0,115208000.0,1031710000.0,267675000.0,78000.0,,,54637000.0,202374000.0,1621000.0,200753000.0,10586000.0,764035000.0,64304000.0,,224933000.0,1279000.0,223654000.0,,6903000.0,356191000.0,,,11602000.0,344589000.0,4060739000.0,1421973000.0,22508000.0,,89877000.0,89877000.0,,,,,19186000.0,66161000.0,45755000.0,20406000.0,1224241000.0,,1224241000.0,95167000.0,1129074000.0,,,,,2638766000.0,107091000.0,,,1172870000.0,,,,,430000.0,1033530000.0,,,324845000.0,39616000.0,285229000.0,,,2023-09-30
57604200.0,57604200.0,404804000.0,586650000.0,2585973000.0,3236611000.0,1583334000.0,2585973000.0,5023000.0,2654984000.0,2878594000.0,2654984000.0,2654984000.0,2539776000.0,2547344000.0,115208000.0,115208000.0,1242292000.0,289614000.0,152000.0,9032000.0,152000.0,54685000.0,225745000.0,2135000.0,223610000.0,9032000.0,952678000.0,26803000.0,79000.0,360905000.0,2888000.0,358017000.0,8668000.0,8668000.0,499877000.0,74576000.0,2225000.0,79000.0,423076000.0,3897276000.0,1361264000.0,35882000.0,39216000.0,1735000.0,1074000.0,661000.0,77908000.0,77908000.0,0.0,19186000.0,69011000.0,48605000.0,20406000.0,1154208000.0,-548830000.0,1703038000.0,53262000.0,1100946000.0,1229529000.0,324758000.0,95489000.0,0.0,2536012000.0,2138000.0,2257000.0,97992000.0,1319744000.0,1682000.0,223331000.0,437430000.0,657301000.0,702000.0,932184000.0,-416000.0,932600000.0,180995000.0,4172000.0,176823000.0,42996000.0,133827000.0,2023-03-31
