Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
120824501.0,120824501.0,,462278000.0,6995459000.0,7516539000.0,6052080000.0,6995459000.0,161226000.0,7215487000.0,7285386000.0,7215487000.0,7215487000.0,6007242000.0,,,1208245000.0,1208245000.0,2910282000.0,304325000.0,,,202954000.0,133055000.0,69899000.0,90300000.0,2605957000.0,104223000.0,,259324000.0,28171000.0,231153000.0,,45435000.0,2020960000.0,,1072000.0,2019888000.0,10125769000.0,1467732000.0,192709000.0,,21032000.0,14664000.0,49328000.0,49328000.0,,0.0,0.0,220028000.0,220028000.0,0.0,915983000.0,,915983000.0,199637000.0,716346000.0,,,,,8658037000.0,831823000.0,0.0,,,1956373000.0,,,,,,30335000.0,2212918000.0,,,3626588000.0,2653474000.0,973114000.0,,,2024-03-31
120824501.0,120824501.0,212860000.0,861600000.0,2883330000.0,3842400000.0,2212020000.0,2883330000.0,133240000.0,3114040000.0,3381910000.0,3114040000.0,3114040000.0,,1554240000.0,495310000.0,923960000.0,923960000.0,3180070000.0,477590000.0,13230000.0,88020000.0,376340000.0,108470000.0,267870000.0,,2702480000.0,6380000.0,1580000.0,485260000.0,24770000.0,460490000.0,8090000.0,40960000.0,2015980000.0,256890000.0,,1759090000.0,6294110000.0,1379610000.0,20000.0,33820000.0,140290000.0,3420000.0,9150000.0,6670000.0,2480000.0,0.0,0.0,230710000.0,230710000.0,0.0,889950000.0,-599900000.0,1489850000.0,361330000.0,82200000.0,648160000.0,395060000.0,3100000.0,0.0,4914500000.0,26270000.0,0.0,149140000.0,773730000.0,1457510000.0,820000.0,113030000.0,421090000.0,922570000.0,8850000.0,32820000.0,1950680000.0,-48830000.0,1999510000.0,515500000.0,,515500000.0,84800000.0,430700000.0,2023-09-30
120824501.0,120824501.0,799550000.0,1330090000.0,2116220000.0,3499130000.0,2054590000.0,2116220000.0,150950000.0,2319990000.0,3153220000.0,2319990000.0,2319990000.0,132580000.0,1387200000.0,616340000.0,72300000.0,72300000.0,4730910000.0,1039990000.0,9990000.0,80840000.0,949160000.0,115930000.0,833230000.0,,3690920000.0,3550000.0,0.0,380930000.0,35020000.0,345910000.0,6250000.0,24000000.0,2999330000.0,180650000.0,,2818680000.0,7050900000.0,1305390000.0,10000.0,33630000.0,219700000.0,3000000.0,9460000.0,7220000.0,2240000.0,0.0,0.0,203770000.0,201300000.0,2470000.0,762000000.0,-593470000.0,1355470000.0,240800000.0,77160000.0,620130000.0,414260000.0,3120000.0,0.0,5745510000.0,29350000.0,69450000.0,138990000.0,594590000.0,1282920000.0,3640000.0,107910000.0,298810000.0,872560000.0,3920000.0,101610000.0,3145090000.0,-55030000.0,3200120000.0,379590000.0,,379590000.0,212510000.0,167080000.0,2023-03-31
