Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Raw Materials
0.0,976758523.0,976758523.0,25367000000.0,163238000000.0,282004000000.0,108087000000.0,163238000000.0,10057000000.0,266694000000.0,267719000000.0,271468000000.0,4774000000.0,266694000000.0,262281000000.0,,,4413000000.0,4413000000.0,162768000000.0,36602000000.0,12557000000.0,,,,2745000000.0,7734000000.0,6709000000.0,1025000000.0,13021000000.0,126166000000.0,22471000000.0,17633000000.0,3348000000.0,14285000000.0,11372000000.0,50747000000.0,,,12894000000.0,37853000000.0,434236000000.0,199983000000.0,7680000000.0,,,14396000000.0,,6981000000.0,6981000000.0,,461000000.0,713000000.0,103456000000.0,28350000000.0,75106000000.0,36193000000.0,,36193000000.0,1011000000.0,35182000000.0,,,,,234253000000.0,40399000000.0,,,,,375000000.0,,42755000000.0,71256000000.0,,,79468000000.0,35997000000.0,43471000000.0,,,2024-03-31,
,975504105.0,975504105.0,26141000000.0,158137000000.0,279622000000.0,98987000000.0,158137000000.0,10632000000.0,264113000000.0,265392000000.0,268575000000.0,4462000000.0,264113000000.0,259706000000.0,,,4407000000.0,4407000000.0,166332000000.0,38378000000.0,12617000000.0,,,,3003000000.0,8519000000.0,7240000000.0,1279000000.0,11074000000.0,127954000000.0,19225000000.0,17622000000.0,3392000000.0,14230000000.0,9087000000.0,58461000000.0,,,15931000000.0,42530000000.0,434907000000.0,207966000000.0,8755000000.0,,,14966000000.0,,7319000000.0,7319000000.0,,1546000000.0,731000000.0,105976000000.0,30168000000.0,75808000000.0,38376000000.0,,38376000000.0,1244000000.0,37132000000.0,,,,,226941000000.0,40404000000.0,,,,,290000000.0,,47149000000.0,73429000000.0,,,65669000000.0,28544000000.0,37125000000.0,,,2023-09-30,
,974147475.0,974147475.0,27402000000.0,169911000000.0,295027000000.0,111117000000.0,169911000000.0,11620000000.0,279245000000.0,280533000000.0,283947000000.0,4702000000.0,279245000000.0,3841000000.0,238604000000.0,14392000000.0,4400000000.0,4400000000.0,177586000000.0,44376000000.0,12304000000.0,665000000.0,9288000000.0,9653000000.0,3261000000.0,9191000000.0,7903000000.0,1288000000.0,9288000000.0,133210000000.0,8559000000.0,18211000000.0,3717000000.0,14494000000.0,6313000000.0,60648000000.0,989000000.0,408000000.0,15405000000.0,43846000000.0,461533000000.0,217206000000.0,13765000000.0,9512000000.0,5811000000.0,12965000000.0,671000000.0,4924000000.0,851000000.0,4073000000.0,1729000000.0,748000000.0,109334000000.0,32677000000.0,76657000000.0,40430000000.0,-94094000000.0,134524000000.0,836000000.0,39594000000.0,79114000000.0,52512000000.0,2062000000.0,0.0,244327000000.0,39897000000.0,2856000000.0,4463000000.0,1272000000.0,19248000000.0,236000000.0,236000000.0,17825000000.0,128816000000.0,-7748000000.0,136564000000.0,69107000000.0,28544000000.0,40563000000.0,14432000000.0,26131000000.0,2023-03-31,
