Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
58846400.0,58846400.0,,0.0,2457052000.0,2465441000.0,1164040000.0,2457052000.0,0.0,2465441000.0,2465441000.0,2465441000.0,2465441000.0,1873573000.0,,591868000.0,591868000.0,724209000.0,179078000.0,177494000.0,0.0,0.0,0.0,1584000.0,545131000.0,17271000.0,,0.0,0.0,0.0,,25895000.0,431080000.0,,,0.0,431080000.0,3189650000.0,1480479000.0,14037000.0,,,151332000.0,151332000.0,,153743000.0,8389000.0,8389000.0,1152978000.0,,1152978000.0,13737000.0,1139241000.0,,,,,1709171000.0,41412000.0,,,,309585000.0,,,,8210000.0,1858000.0,586684000.0,,,761422000.0,702867000.0,58555000.0,,,2024-03-31,
58846400.0,58846400.0,,2529000.0,2205320000.0,2214994000.0,968755000.0,2205320000.0,2529000.0,2214994000.0,2214994000.0,2214994000.0,2214994000.0,1623126000.0,,591868000.0,591868000.0,708358000.0,136301000.0,136301000.0,0.0,0.0,0.0,,572057000.0,17883000.0,,2529000.0,2529000.0,0.0,,29556000.0,464707000.0,,,27879000.0,436828000.0,2923352000.0,1382540000.0,14502000.0,,,59706000.0,59706000.0,0.0,156090000.0,9674000.0,9674000.0,1142568000.0,,1142568000.0,18594000.0,1123974000.0,,,,,1540812000.0,53118000.0,,,0.0,264309000.0,,,,618000.0,0.0,530859000.0,,,691908000.0,575540000.0,116368000.0,,,2023-09-30,
58846400.0,58846400.0,106500000.0,228351000.0,1914493000.0,2144861000.0,915954000.0,1914493000.0,4190000.0,1920700000.0,2075481000.0,1920700000.0,1920700000.0,1328832000.0,1328792000.0,591868000.0,591868000.0,782710000.0,288328000.0,133547000.0,154781000.0,0.0,154781000.0,,494382000.0,14938000.0,0.0,73570000.0,4190000.0,69380000.0,4196000.0,8208000.0,393780000.0,45589000.0,3092000.0,0.0,345099000.0,2703410000.0,1293074000.0,1000.0,49459000.0,0.0,33230000.0,33230000.0,,156090000.0,6207000.0,6207000.0,1081317000.0,-270702000.0,1352019000.0,29546000.0,2728000.0,1066521000.0,225377000.0,27847000.0,0.0,1410336000.0,-1000.0,992000.0,28005000.0,42398000.0,334559000.0,2642000.0,223197000.0,108720000.0,3354000.0,1423000.0,469567000.0,0.0,469567000.0,530039000.0,412378000.0,117661000.0,0.0,117661000.0,2023-03-31,
