Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities,Cash Equivalents
17105816.0,17105816.0,45400000.0,962300000.0,4598200000.0,1264200000.0,962300000.0,45400000.0,4598200000.0,4598200000.0,4598200000.0,4598200000.0,4427100000.0,,,,171100000.0,171100000.0,2767100000.0,683300000.0,394900000.0,400000.0,400000.0,5300000.0,2083800000.0,1374200000.0,45000000.0,45000000.0,90500000.0,269400000.0,,,29600000.0,239800000.0,7365300000.0,4017300000.0,31500000.0,,9200000.0,23700000.0,23700000.0,9500000.0,3635900000.0,944800000.0,2691100000.0,245700000.0,,245700000.0,245700000.0,,,,,3348000000.0,844400000.0,,,,73600000.0,5300000.0,1006800000.0,,,1417900000.0,337800000.0,1080100000.0,,2024-03-31,,
17105816.0,17105816.0,54700000.0,2165000000.0,4520700000.0,2374600000.0,2165000000.0,54700000.0,4520700000.0,4520700000.0,4520700000.0,4520700000.0,4349600000.0,,,,171100000.0,171100000.0,1720100000.0,605600000.0,333600000.0,19200000.0,19200000.0,6500000.0,1114500000.0,679800000.0,35500000.0,35500000.0,23700000.0,237600000.0,,,91100000.0,146500000.0,6240800000.0,2751700000.0,-171000000.0,,6600000.0,233600000.0,233600000.0,9600000.0,2355700000.0,713300000.0,1642400000.0,240500000.0,,240500000.0,240500000.0,,,,,3489100000.0,782700000.0,,,,351600000.0,,908500000.0,,,1446300000.0,341000000.0,1105300000.0,,2023-09-30,,
17105816.0,17105816.0,75716000.0,2777468000.0,4236964000.0,2500845000.0,2777468000.0,75716000.0,4236964000.0,4236964000.0,4236964000.0,4236964000.0,4065900000.0,128049000.0,3693727000.0,15111000.0,171058000.0,171058000.0,1279778000.0,219185000.0,172345000.0,42171000.0,42171000.0,4669000.0,1060593000.0,17421000.0,33545000.0,33545000.0,9230000.0,362367000.0,68483000.0,2414000.0,87994000.0,203476000.0,5516742000.0,1955304000.0,1000.0,44312000.0,10194000.0,76905000.0,76905000.0,9807000.0,1459496000.0,307205000.0,1152291000.0,256651000.0,-377046000.0,633697000.0,256600000.0,433392000.0,160305000.0,40000000.0,0.0,3561438000.0,766000000.0,5770000.0,2414000.0,124051000.0,564642000.0,147374000.0,865979000.0,-8150000.0,874129000.0,1851208000.0,1271116000.0,580092000.0,580092000.0,2023-03-31,,
