Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
95551.0,50902818.0,50998369.0,16600000.0,11765300000.0,13784700000.0,2662000000.0,11765300000.0,16600000.0,13784700000.0,13784700000.0,13784700000.0,13784700000.0,13274700000.0,,,510000000.0,510000000.0,20303200000.0,8461500000.0,-200000.0,,,81900000.0,9100000.0,9100000.0,7833400000.0,11841700000.0,957600000.0,,7500000.0,7500000.0,,7300000.0,615800000.0,,,0.0,615800000.0,34087900000.0,19584200000.0,15400000.0,,0.0,14273900000.0,,14273900000.0,,371200000.0,371200000.0,2019400000.0,2019400000.0,1933400000.0,,1933400000.0,79400000.0,1854000000.0,,,,,14503700000.0,542700000.0,,,,679100000.0,,,13281900000.0,11486800000.0,1795100000.0,,2024-03-31
95551.0,50902818.0,50998369.0,19900000.0,11492100000.0,13312500000.0,2671100000.0,11492100000.0,19900000.0,13312500000.0,13312500000.0,13312500000.0,13312500000.0,12802500000.0,,,510000000.0,510000000.0,34999000000.0,7451500000.0,,,,29100000.0,12900000.0,12900000.0,6885800000.0,27547500000.0,1064900000.0,,7000000.0,7000000.0,,51600000.0,378800000.0,,,0.0,378800000.0,48311500000.0,18092900000.0,56700000.0,,0.0,13392000000.0,,13392000000.0,,362800000.0,362800000.0,1820400000.0,1820400000.0,1881500000.0,,1881500000.0,604900000.0,1276600000.0,,,,,30218600000.0,1864800000.0,,,,156300000.0,,,28197500000.0,18469500000.0,9728000000.0,,2023-09-30
95551.0,50902818.0,50998369.0,15500000.0,13438600000.0,14793000000.0,7283400000.0,13438600000.0,15500000.0,14793000000.0,14793000000.0,14793000000.0,14793000000.0,21300000.0,10866300000.0,2168400000.0,510000000.0,510000000.0,15434500000.0,6458500000.0,,24600000.0,40000000.0,0.0,11300000.0,11300000.0,5897600000.0,8976000000.0,991100000.0,46800000.0,4200000.0,4200000.0,28300000.0,,919400000.0,630400000.0,7500000.0,46800000.0,281500000.0,30227500000.0,13968100000.0,47100000.0,738100000.0,4300000.0,8081000000.0,3417400000.0,777200000.0,3886400000.0,383100000.0,383100000.0,1354400000.0,1354400000.0,1855400000.0,-888600000.0,2744000000.0,541400000.0,3400000.0,1026000000.0,667100000.0,506100000.0,0.0,16259400000.0,1321600000.0,5972800000.0,1299300000.0,769000000.0,146400000.0,-4600000.0,151000000.0,8071900000.0,6261200000.0,1810700000.0,1810700000.0,2023-03-31
