Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
122527172.0,122527172.0,171480000.0,23174690000.0,23323220000.0,14772260000.0,23174690000.0,171480000.0,23323220000.0,23323220000.0,23323220000.0,23323220000.0,23078170000.0,,,245050000.0,245050000.0,5180900000.0,793170000.0,487850000.0,147610000.0,147610000.0,157710000.0,4387730000.0,154230000.0,23870000.0,23870000.0,120340000.0,3686610000.0,,,0.0,3686610000.0,28504120000.0,9344130000.0,85840000.0,,111070000.0,111070000.0,148530000.0,148530000.0,8961970000.0,,8961970000.0,1011850000.0,7950120000.0,,,,,19159990000.0,920140000.0,,,6665910000.0,,,,,,7654320000.0,3919620000.0,905480000.0,3014140000.0,,,2024-03-31
122527172.0,122527172.0,182840000.0,23744970000.0,23917370000.0,15776790000.0,23744970000.0,182840000.0,23917370000.0,23917370000.0,23917370000.0,23917370000.0,23672320000.0,,,245050000.0,245050000.0,5612400000.0,622370000.0,462440000.0,159930000.0,159930000.0,,4990030000.0,92860000.0,22910000.0,22910000.0,211780000.0,4084970000.0,,,232900000.0,3852070000.0,29529770000.0,8762950000.0,68210000.0,,84360000.0,84360000.0,172400000.0,172400000.0,8437980000.0,,8437980000.0,780660000.0,7657320000.0,,,,,20766820000.0,848600000.0,,,6695120000.0,,,,,,8074640000.0,5148460000.0,718990000.0,4429470000.0,,,2023-09-30
122527172.0,122527172.0,193570000.0,21202060000.0,21382070000.0,13459250000.0,21202060000.0,193570000.0,21382070000.0,21382070000.0,21382070000.0,21382070000.0,66830000.0,11020630000.0,10049560000.0,245050000.0,245050000.0,5639400000.0,595260000.0,424340000.0,170920000.0,170920000.0,,5044140000.0,296760000.0,22650000.0,22650000.0,155380000.0,4451130000.0,284420000.0,950000.0,70780000.0,4094980000.0,27021470000.0,8518080000.0,12720000.0,94860000.0,770000.0,770000.0,180010000.0,180010000.0,8242440000.0,-1516220000.0,9758660000.0,493540000.0,7748900000.0,5742590000.0,3248150000.0,274380000.0,0.0,18503390000.0,591010000.0,255740000.0,178230000.0,6041710000.0,503840000.0,3709070000.0,1828800000.0,405700000.0,276000000.0,8067660000.0,3278350000.0,440120000.0,2838230000.0,2280600000.0,557630000.0,2023-03-31
