Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Current Liabilities,Current Provisions,Other Payable,Non Current Deferred Taxes Assets,Other Current Assets
10595860.0,10595860.0,,0.0,21971800000.0,21971800000.0,633800000.0,21971800000.0,21971800000.0,21971800000.0,22533100000.0,561300000.0,21971800000.0,21865700000.0,,,106100000.0,106100000.0,1694300000.0,1690500000.0,1100000.0,,1666700000.0,0.0,0.0,8000000.0,3800000.0,,,,,3800000.0,,3600000.0,200000.0,24227400000.0,23589800000.0,2800000.0,,22466200000.0,22466200000.0,146400000.0,,,974400000.0,,974400000.0,0.0,974400000.0,,,,637600000.0,,,3300000.0,4300000.0,,630000000.0,422000000.0,208000000.0,,,2024-03-31,,,,,
10595860.0,10595860.0,,0.0,19595600000.0,19595600000.0,672700000.0,19595600000.0,19595600000.0,19595600000.0,20151200000.0,555600000.0,19595600000.0,19489500000.0,,,106100000.0,106100000.0,1342200000.0,1320600000.0,500000.0,,1312300000.0,0.0,0.0,5900000.0,21600000.0,,,,,21600000.0,,16700000.0,4900000.0,21493400000.0,20799200000.0,6500000.0,,19726200000.0,19726200000.0,146800000.0,,,919700000.0,,919700000.0,118600000.0,801100000.0,,,,694300000.0,,,2500000.0,5500000.0,,686300000.0,226200000.0,460100000.0,,,2023-09-30,,,,,
10595860.0,10595860.0,67948000.0,458311000.0,16985135000.0,17443448000.0,15412180000.0,16985135000.0,16985137000.0,17410576000.0,17417961000.0,432824000.0,16985137000.0,44000.0,3157916000.0,305715000.0,106065000.0,106065000.0,1471097000.0,1429662000.0,9000.0,635000.0,996690000.0,425439000.0,425439000.0,5326000.0,41435000.0,0.0,32872000.0,32872000.0,0.0,8563000.0,1175000.0,0.0,7388000.0,18889058000.0,3435443000.0,1000000.0,12852000.0,2428952000.0,2428952000.0,146616000.0,2000.0,2000.0,846021000.0,-21782000.0,867803000.0,40224000.0,805800000.0,5344000.0,822235000.0,0.0,15453615000.0,1175000.0,0.0,13266000.0,7014000.0,2036000.0,15430124000.0,15039761000.0,390363000.0,271500000.0,118863000.0,2023-03-31,,,,,
