Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
6200000.0,6200000.0,515618000.0,586739000.0,-369127000.0,519237000.0,198284000.0,-369127000.0,13383000.0,-54119000.0,415681000.0,-43123000.0,10996000.0,-54119000.0,-116119000.0,,,62000000.0,62000000.0,1425095000.0,792892000.0,,16324000.0,471278000.0,1478000.0,469800000.0,305290000.0,632203000.0,26350000.0,115461000.0,11905000.0,103556000.0,,1974000.0,488418000.0,,488418000.0,1381972000.0,551485000.0,520000.0,,81627000.0,19641000.0,19641000.0,315008000.0,8276000.0,306732000.0,134689000.0,,134689000.0,0.0,134689000.0,,,,,830487000.0,57580000.0,,,266063000.0,,,,,14413000.0,398486000.0,,,93945000.0,36207000.0,57738000.0,,2024-03-31
6200000.0,6200000.0,491039000.0,522781000.0,-380691000.0,423711000.0,155113000.0,-380691000.0,18823000.0,-80247000.0,381753000.0,-77011000.0,3236000.0,-80247000.0,-142247000.0,,,62000000.0,62000000.0,1223310000.0,746066000.0,-1000.0,15207000.0,470723000.0,8723000.0,462000000.0,260137000.0,477244000.0,40825000.0,52058000.0,10100000.0,41958000.0,,1731000.0,382630000.0,,382630000.0,1146299000.0,513943000.0,1498000.0,,54873000.0,16425000.0,16425000.0,300444000.0,5704000.0,294740000.0,140703000.0,,140703000.0,29000.0,140674000.0,,,,,632357000.0,96768000.0,,,239209000.0,,,,,13137000.0,239248000.0,,,43995000.0,31076000.0,12919000.0,,2023-09-30
6200000.0,6200000.0,492225000.0,508129000.0,-376919000.0,419800000.0,113723000.0,-376919000.0,11391000.0,-76938000.0,343962000.0,-76964000.0,-26000.0,-76938000.0,,-425894000.0,184000000.0,62000000.0,62000000.0,1216329000.0,709529000.0,14294000.0,14677000.0,420900000.0,,420900000.0,259658000.0,506800000.0,13588000.0,87229000.0,11391000.0,75838000.0,1018000.0,,404349000.0,11842000.0,392507000.0,1139365000.0,518842000.0,12135000.0,2275000.0,55084000.0,2471000.0,2471000.0,299981000.0,4577000.0,295404000.0,146262000.0,-102401000.0,248663000.0,13832000.0,391000.0,71160000.0,101428000.0,61852000.0,0.0,620523000.0,,0.0,24749000.0,230495000.0,14948000.0,123335000.0,92212000.0,35918000.0,14677000.0,279784000.0,-14940000.0,294724000.0,34900000.0,30387000.0,4513000.0,4513000.0,2023-03-31
