Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.283133,122200000.0,0.0,0.0,23800000.0,1130300000.0,122200000.0,122200000.0,-89000000.0,89000000.0,23800000.0,23800000.0,945500000.0,0.0,,,,,23800000.0,23800000.0,0.0,23800000.0,23800000.0,23800000.0,9400000.0,33200000.0,171500000.0,0.0,,-89000000.0,89000000.0,-49300000.0,-184800000.0,-184800000.0,-234100000.0,1130300000.0,896200000.0,896200000.0,2024-03-31
0.0,0.3,-93800000.0,0.0,0.0,-194800000.0,725100000.0,-93800000.0,-93800000.0,-93400000.0,93400000.0,-194800000.0,-194800000.0,837200000.0,-2500000.0,21961669.0,21961669.0,-8.87,-8.87,-194800000.0,-194800000.0,0.0,-194800000.0,-194800000.0,-194800000.0,7600000.0,-187200000.0,25800000.0,0.0,,-93400000.0,93400000.0,-119600000.0,112100000.0,112100000.0,-7500000.0,725100000.0,717600000.0,717600000.0,2023-12-31
-1020000.0,0.3,-245200000.0,-3400000.0,-3400000.0,-352200000.0,704900000.0,-248600000.0,-248600000.0,-95100000.0,95100000.0,-349820000.0,-352200000.0,781000000.0,2500000.0,21957606.0,21957606.0,-16.04,-16.04,-352200000.0,-352200000.0,0.0,-352200000.0,-352200000.0,-352200000.0,8500000.0,-343700000.0,32400000.0,-3400000.0,3400000.0,-95100000.0,95100000.0,-277700000.0,76100000.0,76100000.0,-201600000.0,704900000.0,503300000.0,503300000.0,2023-09-30
0.0,0.3,117200000.0,0.0,0.0,13100000.0,714700000.0,117200000.0,117200000.0,-94900000.0,94900000.0,13100000.0,13100000.0,818100000.0,0.0,21833333.0,21833333.0,0.6,0.6,13100000.0,13100000.0,0.0,13100000.0,13100000.0,13100000.0,9200000.0,22300000.0,228500000.0,0.0,,-94900000.0,94900000.0,-111300000.0,103400000.0,103400000.0,-7900000.0,714700000.0,706800000.0,706800000.0,2023-06-30
5289750.398301,0.041423,92300000.0,127700000.0,127700000.0,180500000.0,786300000.0,220000000.0,220000000.0,-11500000.0,31700000.0,58089750.398301,180500000.0,658300000.0,600000.0,,,,,180500000.0,180500000.0,0.0,180500000.0,180500000.0,180500000.0,7800000.0,188300000.0,-50400000.0,101300000.0,,-11500000.0,31700000.0,141000000.0,-128000000.0,-181400000.0,13000000.0,786300000.0,799300000.0,799300000.0,2023-03-31
,,,,,,,,,,,,,,,21956098.0,21956098.0,20.5,20.5,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.281022,110000000.0,0.0,0.0,19700000.0,776800000.0,110000000.0,110000000.0,-82600000.0,82600000.0,19700000.0,19700000.0,853900000.0,,21888889.0,21888889.0,0.9,0.9,19700000.0,19700000.0,0.0,19700000.0,19700000.0,19700000.0,7700000.0,27400000.0,24900000.0,0.0,,-82600000.0,82600000.0,85100000.0,77100000.0,77100000.0,162200000.0,776800000.0,939000000.0,939000000.0,2024-06-30 00:00:00
