Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Investmentsin Joint Venturesat Cost
254756278.0,254756278.0,46390000000.0,55630000000.0,116420000000.0,273050000000.0,3120000000.0,116420000000.0,4990000000.0,222410000000.0,251390000000.0,231140000000.0,8730000000.0,222410000000.0,219860000000.0,,,2550000000.0,2550000000.0,136420000000.0,75870000000.0,4000000000.0,,,23750000000.0,32890000000.0,3910000000.0,28980000000.0,14650000000.0,60550000000.0,4410000000.0,22740000000.0,1080000000.0,21660000000.0,2330000000.0,24020000000.0,,,330000000.0,23690000000.0,367560000000.0,303890000000.0,2500000000.0,,8590000000.0,450000000.0,,76660000000.0,76660000000.0,,14910000000.0,520000000.0,105990000000.0,84100000000.0,21890000000.0,94270000000.0,,94270000000.0,21650000000.0,72620000000.0,,,,,63670000000.0,5980000000.0,,90000000.0,,,25240000000.0,,,,,250000000.0,19000000000.0,,,13110000000.0,8860000000.0,4250000000.0,,,2024-03-31,,
254756278.0,254756278.0,49410000000.0,60480000000.0,108180000000.0,269750000000.0,12920000000.0,108180000000.0,4760000000.0,214030000000.0,247440000000.0,222750000000.0,8720000000.0,214030000000.0,211480000000.0,,,2550000000.0,2550000000.0,136320000000.0,78340000000.0,4120000000.0,,,21750000000.0,37230000000.0,3820000000.0,33410000000.0,14810000000.0,57980000000.0,3190000000.0,23250000000.0,940000000.0,22310000000.0,2230000000.0,22910000000.0,,,1370000000.0,21540000000.0,359070000000.0,288170000000.0,2740000000.0,,7700000000.0,1440000000.0,,62220000000.0,62220000000.0,,11640000000.0,520000000.0,105850000000.0,84110000000.0,21740000000.0,96060000000.0,,96060000000.0,20710000000.0,75350000000.0,,,,,70900000000.0,6040000000.0,,40000000.0,,,24810000000.0,,,,1750000000.0,60000000.0,23490000000.0,,,14710000000.0,8400000000.0,6310000000.0,,,2023-09-30,,
254756278.0,254756278.0,55750000000.0,62960000000.0,91910000000.0,258040000000.0,32600000000.0,91910000000.0,2130000000.0,197210000000.0,252610000000.0,206420000000.0,9210000000.0,197210000000.0,194660000000.0,95820000000.0,12590000000.0,2550000000.0,2550000000.0,144420000000.0,95380000000.0,600000000.0,230000000.0,3640000000.0,19350000000.0,56770000000.0,1370000000.0,55400000000.0,14540000000.0,49040000000.0,370000000.0,6190000000.0,760000000.0,5430000000.0,3520000000.0,31620000000.0,4270000000.0,190000000.0,1190000000.0,25970000000.0,350840000000.0,269200000000.0,180000000.0,500000000.0,8730000000.0,1440000000.0,80000000.0,50490000000.0,48990000000.0,1500000000.0,11360000000.0,520000000.0,105300000000.0,83750000000.0,21550000000.0,90600000000.0,-39700000000.0,130300000000.0,24910000000.0,850000000.0,82020000000.0,16360000000.0,3520000000.0,2640000000.0,81640000000.0,2570000000.0,220000000.0,40000000.0,190000000.0,1710000000.0,25320000000.0,8730000000.0,2030000000.0,14560000000.0,6160000000.0,0.0,26270000000.0,-950000000.0,27220000000.0,19160000000.0,14080000000.0,5080000000.0,3150000000.0,1930000000.0,2023-03-31,,
254756278.0,254756278.0,53770000000.0,64790000000.0,115530000000.0,280220000000.0,6970000000.0,115530000000.0,6520000000.0,221950000000.0,258840000000.0,231110000000.0,9160000000.0,221950000000.0,219400000000.0,,,2550000000.0,2550000000.0,145100000000.0,88170000000.0,4130000000.0,,,25910000000.0,42430000000.0,5540000000.0,36890000000.0,14690000000.0,56930000000.0,2720000000.0,22360000000.0,980000000.0,21380000000.0,2480000000.0,23210000000.0,,,540000000.0,22670000000.0,376210000000.0,312310000000.0,1980000000.0,,8890000000.0,450000000.0,,78790000000.0,78790000000.0,,14660000000.0,510000000.0,106420000000.0,84280000000.0,22140000000.0,100610000000.0,,100610000000.0,21200000000.0,79410000000.0,,,,,63900000000.0,5860000000.0,,30000000.0,,,23490000000.0,,,,,290000000.0,21420000000.0,,,12810000000.0,8310000000.0,4500000000.0,,,2024-09-30 00:00:00,,
