Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Goodwill,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
1780000.0,1275579942.0,1277359942.0,37878300000.0,38398300000.0,44751400000.0,83149400000.0,-28390700000.0,44751400000.0,300000.0,44751400000.0,80283500000.0,44851900000.0,100500000.0,44751400000.0,43506900000.0,1244500000.0,1244500000.0,114209200000.0,49608000000.0,173700000.0,12885000000.0,35532100000.0,0.0,35532100000.0,1017200000.0,64601200000.0,25150100000.0,2866200000.0,300000.0,2865900000.0,,286900000.0,36296100000.0,36296100000.0,159061100000.0,122850600000.0,879000000.0,46074200000.0,46074200000.0,0.0,75897400000.0,75897400000.0,80500000.0,75816900000.0,36210500000.0,6650100000.0,27205400000.0,100000.0,273700000.0,1559100000.0,522100000.0,2400000.0,519700000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,
1780000.0,1275579942.0,1277359942.0,40541900000.0,40986200000.0,42269000000.0,83243600000.0,-31392700000.0,42269000000.0,11600000.0,42269000000.0,77764600000.0,42372200000.0,103200000.0,42269000000.0,41024500000.0,1244500000.0,1244500000.0,97520900000.0,49738100000.0,171900000.0,13034400000.0,35495600000.0,0.0,35495600000.0,1036200000.0,47782800000.0,11561800000.0,5490600000.0,11600000.0,5479000000.0,,238400000.0,30053700000.0,30053700000.0,139893100000.0,123503000000.0,1604500000.0,44937300000.0,44937300000.0,0.0,76961200000.0,76961200000.0,66600000.0,76894600000.0,16390100000.0,7842300000.0,6910000000.0,300000.0,259100000.0,943400000.0,435000000.0,2300000.0,432700000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,
1780000.0,1275579942.0,1277359942.0,42776700000.0,43032900000.0,44244000000.0,87252400000.0,-27474400000.0,44244000000.0,24500000.0,44244000000.0,82755500000.0,44348000000.0,104000000.0,44244000000.0,42999500000.0,1244500000.0,1244500000.0,115045400000.0,52746400000.0,200500000.0,13034600000.0,38511800000.0,300000.0,38511500000.0,999500000.0,62299000000.0,11974800000.0,4521100000.0,24200000.0,4496900000.0,238400000.0,,45563000000.0,45563000000.0,159393400000.0,124568800000.0,1554400000.0,44958300000.0,44958300000.0,0.0,78056000000.0,78056000000.0,52500000.0,78003500000.0,34824600000.0,6769800000.0,26127200000.0,300000.0,284800000.0,1408500000.0,234000000.0,2300000.0,231700000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,
