Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
16800000.0,16800000.0,58076000.0,58899000.0,278478000.0,337644000.0,242737000.0,278478000.0,278745000.0,294126000.0,278745000.0,278745000.0,110745000.0,,,168000000.0,168000000.0,237992000.0,17132000.0,,1751000.0,15381000.0,15381000.0,220860000.0,52993000.0,,43518000.0,43518000.0,858000.0,84105000.0,,18076000.0,66029000.0,516737000.0,53140000.0,,0.0,13009000.0,267000.0,267000.0,39864000.0,,39864000.0,0.0,39864000.0,,,,,463597000.0,117385000.0,,112917000.0,,,,,437000.0,231525000.0,,,1333000.0,510000.0,823000.0,,,2024-03-31
16800000.0,16800000.0,31821000.0,32831000.0,258600000.0,291942000.0,232262000.0,258600000.0,259111000.0,282603000.0,259111000.0,259111000.0,91111000.0,,,168000000.0,168000000.0,267075000.0,23491000.0,-1000.0,,23492000.0,23492000.0,243584000.0,98589000.0,,9339000.0,9339000.0,638000.0,135018000.0,,5891000.0,129127000.0,526186000.0,50339000.0,,60000.0,,511000.0,,49768000.0,,,,,,,,,475846000.0,56716000.0,,123449000.0,,,,,,294671000.0,,,1010000.0,,1010000.0,,,2023-09-30
16800000.0,16800000.0,81279000.0,86144000.0,237859000.0,324246000.0,203693000.0,237859000.0,238102000.0,252513000.0,238102000.0,238102000.0,,70102000.0,0.0,168000000.0,168000000.0,216849000.0,14410000.0,-1000.0,0.0,14411000.0,14411000.0,202439000.0,57113000.0,0.0,71733000.0,71733000.0,431000.0,64228000.0,616000.0,5702000.0,57910000.0,454951000.0,48820000.0,1112000.0,110000.0,,243000.0,243000.0,47355000.0,-81007000.0,128363000.0,,1247000.0,90243000.0,29754000.0,7119000.0,0.0,406132000.0,,74615000.0,84602000.0,8731000.0,46989000.0,0.0,28882000.0,,242050000.0,0.0,242050000.0,4865000.0,,4865000.0,3550000.0,1316000.0,2023-03-31
