Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.234441,965900000.0,882000000.0,109100000.0,1939700000.0,965900000.0,856800000.0,882000000.0,882000000.0,2884500000.0,,,,,882000000.0,882000000.0,0.0,882000000.0,882000000.0,882000000.0,270100000.0,1152100000.0,295300000.0,856800000.0,944800000.0,504400000.0,109100000.0,109100000.0,1801600000.0,1939700000.0,3741300000.0,3741300000.0,2024-03-31
0.0,0.243593,723500000.0,537200000.0,100500000.0,2114500000.0,723500000.0,623000000.0,537200000.0,537200000.0,2995400000.0,15436782.0,15436782.0,34.8,34.8,537200000.0,537200000.0,0.0,537200000.0,537200000.0,537200000.0,173000000.0,710200000.0,87200000.0,623000000.0,880900000.0,452000000.0,100500000.0,100500000.0,1503900000.0,2114500000.0,3618400000.0,3618400000.0,2023-12-31
0.0,0.233757,789100000.0,759500000.0,90700000.0,1895900000.0,789100000.0,698400000.0,759500000.0,759500000.0,2782600000.0,15443270.0,15443270.0,49.18,49.18,759500000.0,759500000.0,0.0,759500000.0,759500000.0,759500000.0,231700000.0,991200000.0,292800000.0,698400000.0,886700000.0,489800000.0,90700000.0,90700000.0,1585100000.0,1895900000.0,3481000000.0,3481000000.0,2023-09-30
0.0,0.234498,1053500000.0,837000000.0,80800000.0,1598300000.0,1053500000.0,972700000.0,837000000.0,837000000.0,2358600000.0,15442804.0,15442804.0,54.2,54.2,837000000.0,837000000.0,0.0,837000000.0,837000000.0,837000000.0,256400000.0,1093400000.0,120700000.0,972700000.0,760300000.0,378500000.0,80800000.0,80800000.0,1733000000.0,1598300000.0,3331300000.0,3331300000.0,2023-06-30
0.0,0.23454,820800000.0,687000000.0,83900000.0,1422200000.0,820800000.0,736900000.0,687000000.0,687000000.0,2271700000.0,,,,,687000000.0,687000000.0,0.0,687000000.0,687000000.0,687000000.0,210500000.0,897500000.0,160600000.0,736900000.0,849500000.0,474300000.0,83900000.0,83900000.0,1586400000.0,1422200000.0,3008600000.0,3008600000.0,2023-03-31
,,,,,,,,,,,15440860.0,15440860.0,51.15,51.15,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.258716,732800000.0,535800000.0,100800000.0,1682000000.0,732800000.0,632000000.0,535800000.0,535800000.0,2574200000.0,15440922.0,15440922.0,34.7,34.7,535800000.0,535800000.0,0.0,535800000.0,535800000.0,535800000.0,187000000.0,722800000.0,90800000.0,632000000.0,892200000.0,436200000.0,100800000.0,100800000.0,1524200000.0,1682000000.0,3206200000.0,3206200000.0,2024-06-30 00:00:00
