Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,22952600.0,22952600.0,44878000.0,87413000.0,1581742000.0,1669173000.0,781969000.0,1581742000.0,,1581760000.0,1652523000.0,1581760000.0,1581760000.0,1100000.0,0.0,1025953000.0,323742000.0,229526000.0,229526000.0,278987000.0,99056000.0,6719000.0,21574000.0,70763000.0,,70763000.0,6719000.0,179931000.0,13038000.0,3260000.0,16650000.0,16650000.0,2550000.0,2550000.0,130540000.0,1272000.0,274000.0,3260000.0,128994000.0,1860747000.0,898847000.0,-4000.0,4389000.0,0.0,0.0,18000.0,18000.0,894444000.0,-181308000.0,1075752000.0,13975000.0,31808000.0,755331000.0,173486000.0,91399000.0,9753000.0,961900000.0,5956000.0,6273000.0,275795000.0,10896000.0,4392000.0,10967000.0,249540000.0,883000.0,84028000.0,397446000.0,-1504000.0,398950000.0,191519000.0,148984000.0,42535000.0,42535000.0,2024-03-31
,22952600.0,22952600.0,78074000.0,95737000.0,1441525000.0,1537281000.0,628823000.0,1441525000.0,,1441544000.0,1520631000.0,1441544000.0,1441544000.0,1212018000.0,,,,229526000.0,229526000.0,261851000.0,107117000.0,,20960000.0,79087000.0,,79087000.0,7070000.0,154734000.0,3826000.0,,16650000.0,16650000.0,,600000.0,102856000.0,,,12426000.0,90430000.0,1703395000.0,919838000.0,12485000.0,,,0.0,19000.0,19000.0,902690000.0,,902690000.0,10110000.0,892580000.0,,,,,783557000.0,104924000.0,,220271000.0,,,,,129000.0,,373296000.0,,,84937000.0,67274000.0,17663000.0,,2023-09-30
,22952600.0,22952600.0,81190000.0,99900000.0,1332162000.0,1432065000.0,550317000.0,1332162000.0,0.0,1332165000.0,1419578000.0,1332165000.0,1332165000.0,260813000.0,0.0,777730000.0,438504000.0,114763000.0,114763000.0,276628000.0,115369000.0,5698000.0,22258000.0,87413000.0,0.0,87413000.0,5698000.0,161259000.0,15183000.0,6272000.0,12487000.0,12487000.0,1612000.0,1612000.0,122846000.0,1860000.0,153000.0,6272000.0,120833000.0,1608793000.0,897217000.0,29720000.0,5127000.0,0.0,0.0,3000.0,3000.0,892087000.0,-132852000.0,1024939000.0,619918000.0,3391000.0,306323000.0,80745000.0,5632000.0,8930000.0,711576000.0,3649000.0,6762000.0,183066000.0,6283000.0,827000.0,0.0,175956000.0,386000.0,67739000.0,369438000.0,-1548000.0,370986000.0,80536000.0,61826000.0,18710000.0,18710000.0,2023-03-31
