Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Restructuring And Mergern Acquisition
-2251845000.0,0.3,2119330000.0,-7506150000.0,-7506150000.0,-11187520000.0,1953450000.0,24870560000.0,-5386820000.0,-7340270000.0,-2453390000.0,2453390000.0,-5933215000.0,-11187520000.0,40832340000.0,336365604.0,336365604.0,-33.26,-33.26,-11187520000.0,-11187520000.0,0.0,-11187520000.0,-398850000.0,-10788670000.0,-10788670000.0,995010000.0,-9793660000.0,719050000.0,-7506150000.0,7506150000.0,-2453390000.0,2453390000.0,173460000.0,15961780000.0,10604990000.0,1953450000.0,1953450000.0,16135240000.0,24870560000.0,41005800000.0,41005800000.0,2023-12-31,
0.0,0.3,4146670000.0,0.0,0.0,-901710000.0,1925230000.0,25975360000.0,4146670000.0,2221440000.0,-2416810000.0,2416810000.0,-901710000.0,-901710000.0,40706720000.0,336458955.0,336458955.0,-2.68,-2.68,-901710000.0,-901710000.0,0.0,-901710000.0,-244170000.0,-657540000.0,-657540000.0,462170000.0,-195370000.0,486560000.0,0.0,0.0,-2416810000.0,2416810000.0,895920000.0,14731360000.0,9582640000.0,1925230000.0,1925230000.0,15627280000.0,25975360000.0,41602640000.0,41602640000.0,2023-09-30,
0.0,0.341135,6784900000.0,0.0,0.0,1656450000.0,1956740000.0,26995150000.0,6784900000.0,4828160000.0,-1693330000.0,1693330000.0,1656450000.0,1656450000.0,41688420000.0,335993915.0,335993915.0,4.93,4.93,1656450000.0,1656450000.0,0.0,1656450000.0,-408980000.0,2065430000.0,2065430000.0,1069400000.0,3134830000.0,333190000.0,0.0,0.0,-1693330000.0,1693330000.0,4583050000.0,14693270000.0,9459830000.0,1956740000.0,1956740000.0,19276320000.0,26995150000.0,46271470000.0,46271470000.0,2023-06-30,
0.0,0.301192,5585360000.0,0.0,0.0,1053720000.0,1927260000.0,33176320000.0,5585360000.0,3658100000.0,-1627800000.0,1627800000.0,1053720000.0,1053720000.0,49030100000.0,336651757.0,336651757.0,3.13,3.13,1053720000.0,1053720000.0,0.0,1053720000.0,-365070000.0,1418790000.0,1418790000.0,611510000.0,2030300000.0,247990000.0,0.0,0.0,-1627800000.0,1627800000.0,3504840000.0,15853780000.0,10573600000.0,1927260000.0,1927260000.0,19358620000.0,33176320000.0,52534940000.0,52534940000.0,2023-03-31,
0.0,0.3,6737900000.0,0.0,0.0,895210000.0,1884080000.0,31238390000.0,6737900000.0,4853820000.0,-1498960000.0,1498960000.0,895210000.0,895210000.0,49879610000.0,336545113.0,336545113.0,2.66,2.66,895210000.0,895210000.0,0.0,895210000.0,-364640000.0,1259850000.0,1259850000.0,2095010000.0,3354860000.0,469940000.0,0.0,0.0,-1498960000.0,1498960000.0,4688500000.0,18641220000.0,13208250000.0,1884080000.0,1884080000.0,23329720000.0,31238390000.0,54568110000.0,54568110000.0,2022-12-31,
0.0,0.3,3960260000.0,0.0,0.0,-1458670000.0,1949110000.0,20615180000.0,3960260000.0,2011150000.0,-2349760000.0,2349760000.0,-1458670000.0,-1458670000.0,35514690000.0,336099078.0,336099078.0,-4.34,-4.34,-1458670000.0,-1458670000.0,0.0,-1458670000.0,-294240000.0,-1164430000.0,-1164430000.0,825820000.0,-338610000.0,536590000.0,0.0,0.0,-2349760000.0,2349760000.0,1187670000.0,14899510000.0,9524760000.0,1949110000.0,1949110000.0,16087180000.0,20615180000.0,36702360000.0,36702360000.0,2024-03-31 00:00:00,
-214863000.0,0.3,4996050000.0,-716210000.0,-716210000.0,-778820000.0,1855280000.0,23036190000.0,4279840000.0,2424560000.0,-2446830000.0,2446830000.0,-277473000.0,-778820000.0,38592670000.0,337151515.0,337151515.0,-2.31,-2.31,-778820000.0,-778820000.0,0.0,-778820000.0,-330160000.0,-448660000.0,-448660000.0,426390000.0,-22270000.0,587060000.0,-716210000.0,,-2446830000.0,2446830000.0,2348820000.0,15556480000.0,10217570000.0,1855280000.0,1855280000.0,17905300000.0,23036190000.0,40941490000.0,40941490000.0,2024-06-30 00:00:00,716210000.0
