Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.259579,2941700000.0,2162400000.0,7143500000.0,2941700000.0,2941700000.0,-21200000.0,21200000.0,2162400000.0,2162400000.0,10552100000.0,987397260.0,987397260.0,2.19,2.19,2162400000.0,2162400000.0,0.0,2162400000.0,2162400000.0,2162400000.0,758100000.0,2920500000.0,241400000.0,-21200000.0,21200000.0,2700300000.0,3408600000.0,2637800000.0,6108900000.0,7143500000.0,13252400000.0,13252400000.0,2024-03-31
0.0,0.254008,3263200000.0,2419400000.0,6459400000.0,3263200000.0,3263200000.0,-20000000.0,20000000.0,2419400000.0,2419400000.0,9599900000.0,987510204.0,987510204.0,2.45,2.45,2419400000.0,2419400000.0,0.0,2419400000.0,2419400000.0,2419400000.0,823800000.0,3243200000.0,222700000.0,-20000000.0,20000000.0,3040500000.0,3140500000.0,2368400000.0,6181000000.0,6459400000.0,12640400000.0,12640400000.0,2023-12-31
0.0,0.262191,2659200000.0,1944200000.0,6490500000.0,2659200000.0,2659200000.0,-24100000.0,24100000.0,1944200000.0,1944200000.0,9372300000.0,986903553.0,986903553.0,1.97,1.97,1944200000.0,1944200000.0,0.0,1944200000.0,1944200000.0,1944200000.0,690900000.0,2635100000.0,202300000.0,-24100000.0,24100000.0,2456900000.0,2881800000.0,2189900000.0,5338700000.0,6490500000.0,11829200000.0,11829200000.0,2023-09-30
0.0,0.297509,2899100000.0,2025000000.0,7077700000.0,2899100000.0,2899100000.0,-16500000.0,16500000.0,2025000000.0,2025000000.0,10260400000.0,987804878.0,987804878.0,2.05,2.05,2025000000.0,2025000000.0,0.0,2025000000.0,2025000000.0,2025000000.0,857600000.0,2882600000.0,221000000.0,-16500000.0,16500000.0,2678500000.0,3182700000.0,2405000000.0,5861200000.0,7077700000.0,12938900000.0,12938900000.0,2023-03-31
0.0,0.220138,2494600000.0,1933200000.0,6647000000.0,2494600000.0,2494600000.0,-15700000.0,15700000.0,1933200000.0,1933200000.0,9461900000.0,991384615.0,991384615.0,1.95,1.95,1933200000.0,1933200000.0,0.0,1933200000.0,1933200000.0,1933200000.0,545700000.0,2478900000.0,196400000.0,-15700000.0,15700000.0,2298200000.0,2814900000.0,2088000000.0,5113100000.0,6647000000.0,11760100000.0,11760100000.0,2022-12-31
0.0,0.261005,3167200000.0,2321700000.0,7445600000.0,3167200000.0,3167200000.0,-25500000.0,25500000.0,2321700000.0,2321700000.0,11012200000.0,987957447.0,987957447.0,2.35,2.35,2321700000.0,2321700000.0,0.0,2321700000.0,2321700000.0,2321700000.0,820000000.0,3141700000.0,204000000.0,-25500000.0,25500000.0,2963200000.0,3566600000.0,2792300000.0,6529800000.0,7445600000.0,13975400000.0,13975400000.0,2024-06-30 00:00:00
0.0,0.261434,3064800000.0,2252700000.0,7260800000.0,3064800000.0,3064800000.0,-14700000.0,14700000.0,2252700000.0,2252700000.0,10458300000.0,988026316.0,988026316.0,2.28,2.28,2252700000.0,2252700000.0,0.0,2252700000.0,2252700000.0,2252700000.0,797400000.0,3050100000.0,185500000.0,-14700000.0,14700000.0,2879300000.0,3197500000.0,2523400000.0,6076800000.0,7260800000.0,13337600000.0,13337600000.0,2023-06-30 00:00:00
