Date,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents
2024-03-31,14283139.0,14283139.0,25665000.0,28844000.0,60791000.0,89635000.0,60793000.0,60791000.0,0.0,60791000.0,60791000.0,60791000.0,60791000.0,-82040000.0,142831000.0,142831000.0,39073000.0,2000.0,2000.0,0.0,0.0,0.0,39071000.0,2390000.0,28844000.0,28844000.0,,7837000.0,7837000.0,99864000.0,0.0,,0.0,0.0,0.0,99864000.0,82238000.0,0.0,14447000.0,3179000.0,3179000.0
2023-09-30,14283139.0,14283139.0,28709000.0,29700000.0,-55357000.0,-25657000.0,-57593000.0,-55357000.0,0.0,-55357000.0,-55357000.0,-55357000.0,-55357000.0,-198188000.0,142831000.0,142831000.0,141539000.0,0.0,,0.0,0.0,0.0,141539000.0,44448000.0,29700000.0,29700000.0,4330000.0,63061000.0,63061000.0,86182000.0,2236000.0,2236000.0,0.0,0.0,0.0,83946000.0,56532000.0,9317000.0,17106000.0,991000.0,991000.0
2023-03-31,14283139.0,14283139.0,28709000.0,29700000.0,-55357000.0,-25657000.0,-57593000.0,-55357000.0,0.0,-55357000.0,-55357000.0,-55357000.0,-55357000.0,-198188000.0,142831000.0,142831000.0,141539000.0,0.0,,0.0,0.0,0.0,141539000.0,44448000.0,29700000.0,29700000.0,4330000.0,63061000.0,63061000.0,86182000.0,2236000.0,2236000.0,0.0,0.0,0.0,83946000.0,56532000.0,9317000.0,17106000.0,991000.0,991000.0
