Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.197274,2561073000.0,2071286000.0,,4401369000.0,2561073000.0,2561073000.0,-12318000.0,12318000.0,,2071286000.0,2071286000.0,5659436000.0,,,,,2071286000.0,2071286000.0,0.0,2071286000.0,2071286000.0,2071286000.0,502804000.0,2548755000.0,717728000.0,-12318000.0,12318000.0,,1843345000.0,1258067000.0,898063000.0,,,3101412000.0,4401369000.0,7502781000.0,7502781000.0,2024-03-31
0.0,0.27035,1615700000.0,1168261000.0,,3300562000.0,1615700000.0,1615700000.0,-5644000.0,5644000.0,,1168261000.0,1168261000.0,4629385000.0,318327248.0,318327248.0,3.67,3.67,1168261000.0,1168261000.0,0.0,1168261000.0,1168261000.0,1168261000.0,435278000.0,1610056000.0,602419000.0,-5644000.0,5644000.0,,1013281000.0,1328823000.0,952094000.0,,,2342104000.0,3300562000.0,5642666000.0,5642666000.0,2023-12-31
0.0,0.312506,1115375000.0,745871000.0,,260222000.0,1115375000.0,1115375000.0,-5641000.0,5641000.0,,745871000.0,745871000.0,3482037000.0,317391915.0,317391915.0,2.35,2.35,745871000.0,745871000.0,0.0,745871000.0,745871000.0,745871000.0,346799000.0,1109734000.0,770049000.0,-5641000.0,5641000.0,,345326000.0,3221815000.0,2855790000.0,,,3567141000.0,260222000.0,3827363000.0,3827363000.0,2023-09-30
0.0,0.25109,2884399000.0,2187023000.0,194677000.0,142701000.0,2884399000.0,2884399000.0,-5635000.0,5635000.0,,2187023000.0,2187023000.0,5383282000.0,317881250.0,317881250.0,6.88,6.88,2187023000.0,2187023000.0,0.0,2187023000.0,2187023000.0,2187023000.0,722828000.0,2878764000.0,611654000.0,-5635000.0,5635000.0,,2272745000.0,5240581000.0,4859743000.0,194677000.0,194677000.0,7513326000.0,142701000.0,7656027000.0,7656027000.0,2023-06-30
0.0,0.267982,6169499000.0,4534516000.0,203916000.0,17844467000.0,6169499000.0,6169499000.0,2329256000.0,-5816000.0,2323440000.0,4534516000.0,4534516000.0,5663980000.0,,,,,4534516000.0,4534516000.0,0.0,4534516000.0,4534516000.0,4534516000.0,1654872000.0,6175315000.0,-118393000.0,2329256000.0,-5816000.0,2323440000.0,3853575000.0,-12180487000.0,-15046309000.0,203916000.0,203916000.0,-8326912000.0,17844467000.0,9517555000.0,9517555000.0,2023-03-31
,,,,205066000.0,,,,,,464848000.0,,,,317940860.0,317940860.0,8.37,8.37,,,,,,,,,,,,464848000.0,,,,205066000.0,205066000.0,,,,,2022-12-31
0.0,0.260957,2498500000.0,1840500000.0,,5001900000.0,2498500000.0,2498500000.0,-6900000.0,6900000.0,,1840500000.0,1840500000.0,6280500000.0,317875648.0,317875648.0,5.79,5.79,1840500000.0,1840500000.0,0.0,1840500000.0,1840500000.0,1840500000.0,650200000.0,2491600000.0,597700000.0,-6900000.0,6900000.0,,1900800000.0,1278600000.0,894400000.0,,,3179400000.0,5001900000.0,8181300000.0,8181300000.0,2024-06-30 00:00:00
