Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
43583524.0,43583524.0,1171963000.0,5883856000.0,7778133000.0,12471765000.0,3958318000.0,7778133000.0,1432364000.0,8020273000.0,9062283000.0,8174590000.0,154317000.0,8020273000.0,7802355000.0,,,217918000.0,217918000.0,11680038000.0,2848961000.0,7373000.0,,,,,4851000.0,2308689000.0,1266679000.0,1042010000.0,350579000.0,8831077000.0,191292000.0,,3575167000.0,165685000.0,3409482000.0,,66377000.0,4935406000.0,,,70939000.0,4864467000.0,19854628000.0,7065233000.0,78069000.0,,25352000.0,,,441179000.0,441179000.0,,0.0,0.0,564304000.0,242140000.0,23220000.0,218920000.0,5657994000.0,,5657994000.0,348790000.0,5309204000.0,,,,,12789395000.0,1111472000.0,,,,,5027312000.0,,,,,,226432000.0,2653545000.0,,,3770634000.0,491105000.0,3279529000.0,,,2024-03-31
43327874.0,43327874.0,808697000.0,5016951000.0,7093482000.0,11076442000.0,3012609000.0,7093482000.0,1275075000.0,7334566000.0,8361275000.0,7527740000.0,193174000.0,7334566000.0,7117927000.0,,,216639000.0,216639000.0,10195914000.0,2301735000.0,8300000.0,,,,,6900000.0,2145584000.0,1118875000.0,1026709000.0,130073000.0,7894179000.0,158030000.0,,2871367000.0,156200000.0,2715167000.0,,191407000.0,4645288000.0,,,102215000.0,4543073000.0,17723654000.0,6816865000.0,81604000.0,,13036000.0,,,533590000.0,533590000.0,,0.0,0.0,567995000.0,241084000.0,22764000.0,218320000.0,5264983000.0,,5264983000.0,374945000.0,4890038000.0,,,,,10906788000.0,921625000.0,,,,,3012200000.0,,,,,,167562000.0,2727016000.0,,,4078385000.0,1145206000.0,2933179000.0,,,2023-09-30
43327874.0,43327874.0,1922393000.0,5577188000.0,7016568000.0,11708499000.0,3443256000.0,7016568000.0,1093345000.0,7224656000.0,8117675000.0,7427723000.0,203067000.0,7224656000.0,25951000.0,4372878000.0,1719890000.0,216639000.0,216639000.0,10378696000.0,2210232000.0,9653000.0,0.0,288664000.0,0.0,9653000.0,6002000.0,1861251000.0,968232000.0,893019000.0,288664000.0,8168464000.0,28638000.0,188350000.0,3715937000.0,125113000.0,3590824000.0,14097000.0,14097000.0,4084176000.0,164498000.0,2809000.0,188350000.0,3916869000.0,17806419000.0,6194699000.0,4000.0,96374000.0,13849000.0,0.0,541510000.0,541509000.0,458472000.0,83037000.0,,,573605000.0,208088000.0,15621000.0,192467000.0,4552842000.0,-2649601000.0,7202443000.0,331261000.0,4221586000.0,3255405000.0,3156725000.0,459052000.0,0.0,11611720000.0,-2000.0,0.0,1026000.0,387621000.0,749676000.0,5132969000.0,-10043000.0,4881000.0,932743000.0,1598033000.0,2607355000.0,633545000.0,2093617000.0,-430000.0,2094047000.0,2613268000.0,51818000.0,2561450000.0,726489000.0,1834961000.0,2023-03-31
