Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
96280000.0,0.4,-361600000.0,240700000.0,240700000.0,-150300000.0,57000000.0,980400000.0,-120900000.0,-177900000.0,-107700000.0,107700000.0,-294720000.0,-150300000.0,1952700000.0,,,,,-150300000.0,-150300000.0,0.0,-150300000.0,-150300000.0,0.0,-150300000.0,-135300000.0,-285600000.0,144800000.0,240700000.0,,-107700000.0,107700000.0,-563400000.0,972300000.0,271700000.0,57000000.0,57000000.0,408900000.0,980400000.0,1389300000.0,1389300000.0,2024-03-31
0.0,0.3,154000000.0,0.0,0.0,1900000.0,55500000.0,1085400000.0,154000000.0,98500000.0,-92500000.0,92500000.0,1900000.0,1900000.0,2263200000.0,27142857.0,27142857.0,0.07,0.07,1900000.0,1900000.0,0.0,1900000.0,1900000.0,0.0,1900000.0,4100000.0,6000000.0,299400000.0,0.0,,-92500000.0,92500000.0,-200900000.0,1177800000.0,435500000.0,55500000.0,55500000.0,976900000.0,1085400000.0,2062300000.0,2062300000.0,2023-12-31
0.0,0.3,259100000.0,0.0,0.0,113100000.0,52200000.0,929800000.0,259100000.0,206900000.0,-98900000.0,98900000.0,113100000.0,113100000.0,2173200000.0,22620000.0,22620000.0,5.0,5.0,113100000.0,113100000.0,0.0,113100000.0,113100000.0,0.0,113100000.0,-5100000.0,108000000.0,19100000.0,0.0,,-98900000.0,98900000.0,187800000.0,1243400000.0,469400000.0,52200000.0,52200000.0,1431200000.0,929800000.0,2361000000.0,2361000000.0,2023-09-30
0.0,0.3,299100000.0,0.0,0.0,160400000.0,55200000.0,908500000.0,299100000.0,243900000.0,-84500000.0,84500000.0,160400000.0,160400000.0,1933200000.0,22687412.0,22687412.0,7.07,7.07,160400000.0,160400000.0,0.0,160400000.0,160400000.0,0.0,160400000.0,-1000000.0,159400000.0,379500000.0,0.0,,-84500000.0,84500000.0,-135600000.0,1024700000.0,331700000.0,55200000.0,55200000.0,889100000.0,908500000.0,1797600000.0,1797600000.0,2023-06-30
147834600.0,0.3,-509208000.0,492782000.0,492782000.0,-109416000.0,61886000.0,989318000.0,-16426000.0,-78312000.0,-78608000.0,69203000.0,-454363400.0,-109500000.0,1194864000.0,,,,,-109500000.0,-109500000.0,0.0,-109500000.0,-109500000.0,-84000.0,-109416000.0,13862000.0,-147515000.0,-27310000.0,497065000.0,-640832000.0,-78608000.0,69203000.0,-506450000.0,205546000.0,147326000.0,61886000.0,61756000.0,-300904000.0,989318000.0,688414000.0,688414000.0,2023-03-31
,,,,,,,,,,,,,,,22651934.0,22651934.0,-3.62,-3.62,,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.0,61700000.0,,,-89900000.0,58400000.0,601900000.0,61700000.0,3300000.0,-93200000.0,93200000.0,-89900000.0,-89900000.0,1665100000.0,28906752.0,28906752.0,-3.11,-3.11,-89900000.0,-89900000.0,0.0,-89900000.0,-89900000.0,,-89900000.0,0.0,-89900000.0,41200000.0,,,-93200000.0,93200000.0,-37900000.0,1063200000.0,314900000.0,58400000.0,58400000.0,1025300000.0,601900000.0,1627200000.0,1627200000.0,2024-06-30 00:00:00
