Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Current Deferred Assets,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
10662120.0,10662120.0,818913000.0,1503831000.0,2912597000.0,3839361000.0,87958000.0,2912597000.0,648408000.0,2983938000.0,3533185000.0,2983938000.0,2983938000.0,2877317000.0,,,106621000.0,106621000.0,2017096000.0,1235625000.0,,262192000.0,964385000.0,415138000.0,549247000.0,9048000.0,781471000.0,10193000.0,,539446000.0,233270000.0,306176000.0,41572000.0,160888000.0,,0.0,160888000.0,5001034000.0,4131605000.0,,,,404870000.0,404870000.0,71341000.0,71341000.0,3655394000.0,,3655394000.0,20743000.0,3634651000.0,,869429000.0,270760000.0,,,73163000.0,,3111000.0,2551000.0,461883000.0,,,57961000.0,21451000.0,36510000.0,,2024-03-31
10536800.0,10536800.0,914618000.0,1820142000.0,2615155000.0,3719149000.0,251165000.0,2615155000.0,740072000.0,2639079000.0,3478586000.0,2639079000.0,2639079000.0,2533711000.0,,,105368000.0,105368000.0,2696484000.0,1599750000.0,,337791000.0,1253634000.0,414127000.0,839507000.0,8325000.0,1096734000.0,58642000.0,,566508000.0,325945000.0,240563000.0,74887000.0,359609000.0,,,359609000.0,5335563000.0,3987664000.0,,,,363380000.0,363380000.0,23924000.0,23924000.0,3600360000.0,,3600360000.0,95940000.0,3504420000.0,,1347899000.0,44807000.0,,,8083000.0,,13570000.0,,509021000.0,,,772418000.0,606966000.0,165452000.0,,2023-09-30
10482400.0,10482400.0,929962000.0,1580622000.0,2315652000.0,3294301000.0,-6772000.0,2315652000.0,628911000.0,2342590000.0,3095410000.0,2342589000.0,2342590000.0,119982000.0,2005398000.0,112863000.0,104824000.0,104824000.0,2455176000.0,1421228000.0,9388000.0,327804000.0,1084036000.0,331216000.0,752820000.0,9388000.0,1033948000.0,9101000.0,0.0,496586000.0,297695000.0,198891000.0,80720000.0,389852000.0,-19147000.0,0.0,408999000.0,4797765000.0,3770589000.0,-1000.0,196029000.0,7100000.0,455000.0,455000.0,26938000.0,26938000.0,3401112000.0,-543446000.0,3944558000.0,28360000.0,3865389000.0,50809000.0,1027176000.0,244885000.0,0.0,188974000.0,53171000.0,53171000.0,338250000.0,14456000.0,405539000.0,-53668000.0,459207000.0,26786000.0,5037000.0,21749000.0,21749000.0,2023-03-31
