Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
36740438.551759,0.100714,-282600000.0,364800000.0,364800000.0,352700000.0,89700000.0,2698000000.0,82200000.0,-7500000.0,24640438.551759,352700000.0,3346000000.0,,,,,352700000.0,352700000.0,0.0,352700000.0,352700000.0,352700000.0,39500000.0,392200000.0,34900000.0,269600000.0,-269600000.0,-7500000.0,648000000.0,558300000.0,89700000.0,89700000.0,640500000.0,2698000000.0,3338500000.0,3338500000.0,2024-03-31
13257202.723939,0.116291,43000000.0,114000000.0,114000000.0,168700000.0,86800000.0,2401400000.0,157000000.0,70200000.0,67957202.723939,168700000.0,2916500000.0,136048387.0,136048387.0,1.24,1.24,168700000.0,168700000.0,0.0,168700000.0,168700000.0,168700000.0,22200000.0,190900000.0,6700000.0,90100000.0,-90100000.0,70200000.0,515100000.0,428300000.0,86800000.0,86800000.0,585300000.0,2401400000.0,2986700000.0,2986700000.0,2023-12-31
43466352.307174,0.165712,-151900000.0,262300000.0,262300000.0,247700000.0,77000000.0,2302300000.0,110400000.0,33400000.0,28866352.307174,247700000.0,2836500000.0,136098901.0,136098901.0,1.82,1.82,247700000.0,247700000.0,0.0,247700000.0,247700000.0,247700000.0,49200000.0,296900000.0,1200000.0,198500000.0,-198500000.0,33400000.0,534200000.0,457200000.0,77000000.0,77000000.0,567600000.0,2302300000.0,2869900000.0,2869900000.0,2023-09-30
15404827.089337,0.065082,18900000.0,236700000.0,236700000.0,389300000.0,78700000.0,2178800000.0,255600000.0,176900000.0,168004827.089337,389300000.0,2696300000.0,136118881.0,136118881.0,2.86,2.86,389300000.0,389300000.0,0.0,389300000.0,389300000.0,389300000.0,27100000.0,416400000.0,2800000.0,165300000.0,-165300000.0,176900000.0,517500000.0,438800000.0,78700000.0,78700000.0,694400000.0,2178800000.0,2873200000.0,2873200000.0,2023-06-30
-88574210.855858,0.017382,10890971000.0,-5095865000.0,-5095865000.0,759566000.0,91835000.0,1697506000.0,5795106000.0,5703271000.0,5766856789.144142,759566000.0,-3256032000.0,,,,,759566000.0,759566000.0,0.0,759566000.0,759566000.0,759566000.0,13436000.0,773002000.0,40500000.0,-5187217000.0,5184506000.0,5703271000.0,-4953538000.0,-5921276000.0,91835000.0,6665000.0,749733000.0,1697506000.0,2447239000.0,2447239000.0,2023-03-31
,,,,,,,,,,,,,136282528.0,136282528.0,2.69,2.69,,,,,,,,,,,,,,,,,,,,,2022-12-31
-5053481.331988,0.161453,405400000.0,-31300000.0,-31300000.0,249300000.0,93400000.0,2887400000.0,374100000.0,280700000.0,275546518.668012,249300000.0,3417600000.0,136229508.0,136229508.0,1.83,1.83,249300000.0,249300000.0,0.0,249300000.0,249300000.0,249300000.0,48000000.0,297300000.0,47900000.0,-115700000.0,115700000.0,280700000.0,530200000.0,436800000.0,93400000.0,93400000.0,810900000.0,2887400000.0,3698300000.0,3698300000.0,2024-06-30 00:00:00
