Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
9768566.0,962039918.0,971808484.0,23196800000.0,26322400000.0,43138300000.0,70363200000.0,22208000000.0,43138300000.0,1117300000.0,45158100000.0,53485200000.0,46131200000.0,973100000.0,45158100000.0,,,,,971800000.0,971800000.0,49369200000.0,18408300000.0,2552400000.0,2236500000.0,,4354800000.0,9161500000.0,834400000.0,8327100000.0,3200000.0,30960900000.0,1221700000.0,17160900000.0,282900000.0,16878000000.0,2275800000.0,9765900000.0,,,677700000.0,9088200000.0,95500400000.0,42331500000.0,444200000.0,,650200000.0,,2088200000.0,,2088200000.0,,,,2019800000.0,138100000.0,1881700000.0,36598400000.0,,36598400000.0,467700000.0,36130700000.0,,,,,53168900000.0,3914700000.0,,,,,20717900000.0,,,,,16800000.0,33800000.0,12547000000.0,,,15938700000.0,13930400000.0,2008300000.0,,,2024-03-31
9768566.0,962039918.0,971808484.0,21614800000.0,24510100000.0,39939800000.0,65407700000.0,17242700000.0,39939800000.0,1077500000.0,41975100000.0,50850800000.0,43078600000.0,1103500000.0,41975100000.0,,,,,971800000.0,971800000.0,47224700000.0,17649100000.0,2582400000.0,2210300000.0,,3148100000.0,9606200000.0,730500000.0,8875700000.0,3200000.0,29575600000.0,1220000000.0,14903900000.0,347000000.0,14556900000.0,1710700000.0,11240700000.0,,,1467600000.0,9773100000.0,90303300000.0,43485000000.0,559400000.0,,1389800000.0,,1967700000.0,,1967700000.0,,,,2035300000.0,170600000.0,1864700000.0,37084200000.0,,37084200000.0,1585000000.0,35499200000.0,,,,,46818300000.0,3664800000.0,,140200000.0,,,20648000000.0,,,,,17100000.0,13000000.0,10752900000.0,,,11582300000.0,9764500000.0,1817800000.0,,,2023-09-30
9768566.0,978289918.0,988058484.0,22042800000.0,24618200000.0,38803600000.0,64382000000.0,17511100000.0,38803600000.0,1114200000.0,40878000000.0,50597500000.0,41960200000.0,1082200000.0,40878000000.0,43700000.0,747100000.0,35182700000.0,2862400000.0,988100000.0,988100000.0,44540600000.0,17870700000.0,100000.0,2210300000.0,1795200000.0,3238700000.0,10532900000.0,813400000.0,9719500000.0,3200000.0,26669900000.0,1000000.0,14085300000.0,300800000.0,13784500000.0,1457000000.0,9892600000.0,671100000.0,15800000.0,508700000.0,8697000000.0,86500800000.0,42319800000.0,287700000.0,556400000.0,1226500000.0,5700000.0,56800000.0,1000000.0,55200000.0,600000.0,5800000.0,5800000.0,2074400000.0,213100000.0,1861300000.0,37564000000.0,-32616900000.0,70180900000.0,456800000.0,6200000.0,50875300000.0,14688900000.0,4153700000.0,0.0,44181000000.0,21500000.0,0.0,,260200000.0,1323100000.0,19698300000.0,150800000.0,6275600000.0,3335500000.0,9936400000.0,3086200000.0,2279700000.0,9604600000.0,-62800000.0,9667400000.0,7907400000.0,6446200000.0,1461200000.0,14800000.0,1446400000.0,2023-03-31
