Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
79524560.0,79524560.0,2076012000.0,2347364000.0,9568151000.0,11807154000.0,7360654000.0,9568151000.0,120601000.0,9580391000.0,9636029000.0,9580391000.0,9580391000.0,9500762000.0,,,79629000.0,79629000.0,4881429000.0,331509000.0,15599000.0,,125917000.0,165958000.0,110320000.0,55638000.0,22752000.0,4549920000.0,62743000.0,,2181406000.0,10281000.0,2171125000.0,15831000.0,1537067000.0,,,45265000.0,1491802000.0,14461820000.0,2551242000.0,53366000.0,,54249000.0,54249000.0,12240000.0,12240000.0,2431271000.0,,2431271000.0,3710000.0,2427561000.0,,,,,11910574000.0,481805000.0,,,4230452000.0,,,,20000000.0,43526000.0,4882145000.0,,,2252646000.0,2101895000.0,150751000.0,,,2024-03-31
79524560.0,79524560.0,2505839000.0,2672684000.0,9072508000.0,11671523000.0,6850279000.0,9072508000.0,128347000.0,9127186000.0,9203744000.0,9127186000.0,9127186000.0,9047557000.0,,,79629000.0,79629000.0,4979312000.0,352598000.0,10617000.0,,129312000.0,192190000.0,115632000.0,76558000.0,19196000.0,4626714000.0,14461000.0,,2480494000.0,12715000.0,2467779000.0,20002000.0,1309769000.0,,,7605000.0,1302164000.0,14106498000.0,2629505000.0,54335000.0,,38844000.0,38844000.0,54678000.0,54678000.0,2480929000.0,,2480929000.0,2297000.0,2478632000.0,,,,,11476993000.0,708538000.0,,,5435687000.0,,,,20000000.0,31823000.0,3295493000.0,,,1985452000.0,1946954000.0,38498000.0,,,2023-09-30
79733560.0,79733560.0,2379193000.0,2582041000.0,9058728000.0,11564032000.0,6715485000.0,9058728000.0,135683000.0,9117674000.0,9219741000.0,9117674000.0,9117674000.0,9038045000.0,7926977000.0,688031000.0,79629000.0,79629000.0,4761364000.0,378009000.0,11993000.0,11993000.0,123065000.0,222672000.0,120605000.0,102067000.0,19196000.0,4383355000.0,39520000.0,7100000.0,2359369000.0,15078000.0,2344291000.0,15931000.0,1482756000.0,179377000.0,1407000.0,7100000.0,1301972000.0,13879038000.0,2780198000.0,56782000.0,14285000.0,18000.0,18000.0,58946000.0,58946000.0,2536111000.0,-868321000.0,3404432000.0,253901000.0,2282210000.0,1399430000.0,1430606000.0,320495000.0,0.0,11098840000.0,655457000.0,1407000.0,631172000.0,4861886000.0,3211959000.0,1075951000.0,573976000.0,92226000.0,43815000.0,4329195000.0,-40490000.0,4369685000.0,1139139000.0,1071974000.0,67165000.0,0.0,67165000.0,2023-03-31
