Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
500000000.0,500000000.0,61473000000.0,92904000000.0,-16101000000.0,103969000000.0,-55923000000.0,-16101000000.0,30968000000.0,42033000000.0,68956000000.0,42033000000.0,42033000000.0,39533000000.0,2500000000.0,2500000000.0,151564000000.0,60803000000.0,43000000.0,525000000.0,6192000000.0,53866000000.0,26943000000.0,26923000000.0,177000000.0,90761000000.0,419000000.0,39038000000.0,4025000000.0,35013000000.0,35000000.0,11495000000.0,33993000000.0,10683000000.0,6676000000.0,16634000000.0,193597000000.0,158759000000.0,572000000.0,3535000000.0,1484000000.0,8845000000.0,1930000000.0,0.0,1930000000.0,58134000000.0,58134000000.0,79202000000.0,-66610000000.0,145812000000.0,9731000000.0,841000000.0,131330000000.0,599000000.0,3311000000.0,0.0,34838000000.0,6000000.0,1845000000.0,337000000.0,982000000.0,1013000000.0,4224000000.0,2018000000.0,-1718000000.0,3736000000.0,24413000000.0,23950000000.0,463000000.0,181000000.0,282000000.0,2023-09-30,
500000000.0,500000000.0,61745000000.0,91643000000.0,-17345000000.0,104395000000.0,-32445000000.0,-17345000000.0,29343000000.0,42095000000.0,89394000000.0,42095000000.0,42095000000.0,39595000000.0,2500000000.0,2500000000.0,140434000000.0,79013000000.0,39000000.0,0.0,6029000000.0,72750000000.0,25451000000.0,47299000000.0,195000000.0,61421000000.0,393000000.0,18893000000.0,3892000000.0,15001000000.0,32000000.0,11000000000.0,25743000000.0,9859000000.0,1478000000.0,14406000000.0,182529000000.0,153553000000.0,87000000.0,3893000000.0,1508000000.0,7629000000.0,1930000000.0,0.0,1930000000.0,59440000000.0,59440000000.0,71661000000.0,-69688000000.0,141349000000.0,4563000000.0,880000000.0,131964000000.0,580000000.0,3362000000.0,0.0,28976000000.0,5000000.0,1682000000.0,332000000.0,967000000.0,811000000.0,4367000000.0,1489000000.0,-1639000000.0,3128000000.0,19323000000.0,18768000000.0,555000000.0,473000000.0,82000000.0,2023-03-31,
500000000.0,500000000.0,75479000000.0,75632000000.0,-4068000000.0,75632000000.0,-45681000000.0,-4068000000.0,,51495000000.0,110144000000.0,51495000000.0,51495000000.0,,,,130538000000.0,65710000000.0,,,,58649000000.0,,58649000000.0,,64828000000.0,18642000000.0,16983000000.0,,16983000000.0,,,22230000000.0,,5360000000.0,16870000000.0,182033000000.0,162886000000.0,4415000000.0,,,11472000000.0,4817000000.0,,4817000000.0,55563000000.0,,86619000000.0,,,,,,,,,19147000000.0,5151000000.0,,,,,,3013000000.0,,,10983000000.0,10830000000.0,153000000.0,,153000000.0,2024-06-30 00:00:00,6779000000.0
