Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
156783095.0,156783095.0,1700310000000.0,2312600000000.0,1493680000000.0,7591900000000.0,-626470000000.0,1493680000000.0,348200000000.0,5627500000000.0,5873110000000.0,5627500000000.0,5627500000000.0,5596140000000.0,,,31360000000.0,31360000000.0,3953910000000.0,1399250000000.0,448680000000.0,,,39330000000.0,532200000000.0,286590000000.0,245610000000.0,379040000000.0,2554660000000.0,296390000000.0,1780400000000.0,61610000000.0,1718790000000.0,,31500000000.0,263460000000.0,,,19340000000.0,244120000000.0,9581410000000.0,7653220000000.0,4840000000.0,,10790000000.0,100830000000.0,100830000000.0,4320000000.0,4133820000000.0,223140000000.0,3910680000000.0,3232000000000.0,,3232000000000.0,500830000000.0,2731170000000.0,,,,,1928190000000.0,130700000000.0,,,882890000000.0,,,,3430000000.0,461110000000.0,,,450060000000.0,185970000000.0,264090000000.0,,,2024-03-31
156783095.0,156783095.0,17631600000.0,23079500000.0,17419500000.0,77214300000.0,807900000.0,17419500000.0,3573500000.0,57708300000.0,68168000000.0,57708300000.0,57708300000.0,57394700000.0,,,313600000.0,313600000.0,37302900000.0,18479700000.0,1694800000.0,,,608900000.0,13636600000.0,3176900000.0,10459700000.0,2523300000.0,18823200000.0,5308700000.0,9442900000.0,396600000.0,9046300000.0,,444000000.0,2112100000.0,,,17500000.0,2094600000.0,95011200000.0,75380100000.0,22700000.0,,80000000.0,922700000.0,922700000.0,43500000.0,40288800000.0,1626100000.0,38662700000.0,32397900000.0,,32397900000.0,9086100000.0,23311800000.0,,,,,19631100000.0,1518200000.0,,,8516900000.0,,,,30100000.0,4720200000.0,,,4845700000.0,2971300000.0,1874400000.0,,,2023-09-30
156783095.0,156783095.0,16892900000.0,22088500000.0,18103700000.0,76307500000.0,1199700000.0,18103700000.0,3877700000.0,58096700000.0,68528900000.0,58096700000.0,58096700000.0,57783100000.0,4445600000.0,47396800000.0,313600000.0,313600000.0,36438300000.0,18454400000.0,268000000.0,18900000.0,1383200000.0,749200000.0,13703500000.0,3271300000.0,10432200000.0,2331600000.0,17983900000.0,567000000.0,8385000000.0,606400000.0,7778600000.0,1416100000.0,525100000.0,2388700000.0,10000000.0,600000.0,180800000.0,2197300000.0,94535000000.0,75351400000.0,91800000.0,1504700000.0,140100000.0,721000000.0,721000000.0,45600000.0,39993000000.0,1355400000.0,38637600000.0,32271200000.0,-24794100000.0,57065300000.0,9962700000.0,9397300000.0,20450000000.0,13227000000.0,4028300000.0,0.0,19183600000.0,1489200000.0,121000000.0,1491500000.0,8038000000.0,2163600000.0,2642900000.0,3231500000.0,51900000.0,5899100000.0,-22900000.0,5922000000.0,3582100000.0,2264200000.0,1317900000.0,600000.0,1317300000.0,2023-03-31
