Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Other Non Current Assets,Restricted Cash
11750000.0,11750000.0,101908000.0,104332000.0,130994000.0,235326000.0,-36914000.0,130994000.0,130994000.0,197375000.0,130994000.0,130994000.0,,117500000.0,117500000.0,127327000.0,73204000.0,66381000.0,66381000.0,6823000.0,54123000.0,5998000.0,37951000.0,37951000.0,2412000.0,4029000.0,,4029000.0,258321000.0,241112000.0,,,6986000.0,3807000.0,3807000.0,224855000.0,,224855000.0,0.0,224855000.0,,,,,17209000.0,141000.0,,,8759000.0,,,,125000.0,,1235000.0,6949000.0,4525000.0,2424000.0,,2024-03-31,,,
11750000.0,11750000.0,90643000.0,93019000.0,156523000.0,249542000.0,-8431000.0,156523000.0,156523000.0,223576000.0,156523000.0,156523000.0,,117500000.0,117500000.0,109602000.0,72508000.0,67053000.0,67053000.0,5455000.0,37094000.0,3264000.0,25966000.0,25966000.0,2344000.0,4969000.0,,4969000.0,266125000.0,237462000.0,,,6984000.0,4107000.0,4107000.0,221369000.0,,221369000.0,0.0,221369000.0,,,,,28663000.0,239000.0,,,17668000.0,,,,125000.0,0.0,3880000.0,6751000.0,4375000.0,2376000.0,,2023-09-30,,,
11750000.0,11750000.0,88702285.0,90511125.0,148493035.0,239004160.0,-22697379.0,148493035.0,148493035.0,206455788.0,148493035.0,148493035.0,1490414.0,117500000.0,117500000.0,108633593.0,63417972.0,57962753.0,57962753.0,5455219.0,45215621.0,16640.0,32548372.0,32548372.0,2198372.0,10452237.0,7007092.0,3445145.0,257126628.0,234608386.0,1707319.0,2400000.0,6984150.0,4107000.0,4107000.0,218571680.0,-79797760.0,298369440.0,0.0,97099012.0,71498064.0,92676097.0,37096267.0,0.0,22518242.0,-0.9,300000.0,242823.0,12691307.0,547844.0,8798080.0,3345383.0,4035472.0,0.0,2673764.0,2574876.0,766036.0,1808840.0,1808840.0,2023-03-31,,,
