Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
399396284.0,399396284.0,78009000.0,88485000.0,69557000.0,159803000.0,73998000.0,69557000.0,71318000.0,159803000.0,71318000.0,71318000.0,-328078000.0,,,399396000.0,399396000.0,113124000.0,88485000.0,0.0,88485000.0,88485000.0,24639000.0,21801000.0,,2838000.0,0.0,,0.0,184442000.0,85805000.0,26974000.0,,20000.0,,,,1761000.0,1761000.0,9121000.0,,,,,98637000.0,,,,68769000.0,,,29868000.0,19392000.0,10476000.0,,,2024-03-31
399396284.0,399396284.0,83286000.0,92890000.0,61128000.0,157959000.0,65652000.0,61128000.0,65069000.0,157959000.0,65069000.0,65069000.0,-334327000.0,,,399396000.0,399396000.0,109795000.0,92913000.0,23000.0,92890000.0,92890000.0,16882000.0,14941000.0,,1941000.0,0.0,,0.0,174864000.0,92330000.0,40781000.0,,,29765000.0,,,3941000.0,3941000.0,10562000.0,,,,,82534000.0,,,,48123000.0,,,34411000.0,24807000.0,9604000.0,,,2023-09-30
287059988.0,287059988.0,163760930.0,172049070.0,-72771550.0,105104300.0,29700770.0,-72771550.0,-66944770.0,105104300.0,-66944770.0,-66944770.0,-353199000.0,-637162520.0,283157760.0,287059990.0,287059990.0,190403120.0,172049070.0,7000.0,172049070.0,172049070.0,18354050.0,1032810.0,859340.0,140200.0,16321700.0,1321700.0,15000000.0,123458350.0,75403530.0,17495000.0,14494600.0,,35830000.0,1500000.0,1500000.0,5826780.0,5826780.0,11244850.0,-36264990.0,47509840.0,7473750.0,40036090.0,48054820.0,13102470.0,2552500.0,14478710.0,9633000.0,0.0,9633000.0,8288140.0,30169000.0,8288140.0,8100000.0,188140.0,2023-03-31
