Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
85650065.0,85650065.0,613483000.0,782383000.0,1933330000.0,2728773000.0,657890000.0,1933330000.0,,1946390000.0,2123027000.0,1946390000.0,1946390000.0,1089889000.0,,,856501000.0,856501000.0,1590338000.0,382933000.0,,147729000.0,176637000.0,176637000.0,58567000.0,1207405000.0,89605000.0,605746000.0,,605746000.0,,43704000.0,416138000.0,,,416138000.0,3536728000.0,1671433000.0,49000.0,,376323000.0,376323000.0,13060000.0,13060000.0,1235234000.0,,1235234000.0,1294000.0,1233940000.0,,,,,1865295000.0,326120000.0,,,,501981000.0,,,,,11423000.0,599212000.0,,,426559000.0,257659000.0,168900000.0,,,2024-03-31
85650065.0,85650065.0,2828822000.0,2842929000.0,2572693000.0,5431811000.0,309100000.0,2572693000.0,,2588882000.0,3289004000.0,2588882000.0,2588882000.0,1732381000.0,,,856501000.0,856501000.0,3745127000.0,940951000.0,,98187000.0,700122000.0,700122000.0,142642000.0,2804176000.0,149173000.0,2142807000.0,,2142807000.0,,65325000.0,321848000.0,,,321848000.0,6334009000.0,3220733000.0,2811000.0,,401856000.0,401856000.0,16189000.0,16189000.0,2784857000.0,,2784857000.0,2215000.0,2782642000.0,,,,,3113276000.0,517181000.0,,,,1454744000.0,,,,,37531000.0,974887000.0,,,128933000.0,114826000.0,14107000.0,,,2023-09-30
85650065.0,85650065.0,2534108000.0,2557273000.0,2770624000.0,5346172000.0,711311000.0,2770624000.0,0.0,2788899000.0,3518463000.0,2788899000.0,2788899000.0,1932398000.0,881073000.0,741244000.0,856501000.0,856501000.0,3576487000.0,1060110000.0,135503000.0,195043000.0,729564000.0,729564000.0,135503000.0,2516377000.0,74658000.0,1827709000.0,0.0,1827709000.0,60348000.0,60348000.0,501540000.0,112000000.0,0.0,389540000.0,6365386000.0,3137698000.0,35251000.0,63458000.0,356207000.0,356207000.0,18275000.0,18275000.0,2642670000.0,-4489971000.0,7132641000.0,35944000.0,274932000.0,5868911000.0,932069000.0,20785000.0,0.0,3227688000.0,526064000.0,14363000.0,19644000.0,501817000.0,1621394000.0,429197000.0,279058000.0,913139000.0,92155000.0,33852000.0,935661000.0,-52912000.0,988573000.0,23165000.0,87552000.0,23165000.0,1065000.0,22100000.0,2023-03-31
