Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
77704173.0,77704173.0,14798230000.0,17611450000.0,13627880000.0,28638810000.0,11718250000.0,13627880000.0,2628060000.0,13655420000.0,,13665960000.0,13655420000.0,13655420000.0,12878380000.0,,,777040000.0,777040000.0,0.0,23571160000.0,2455680000.0,18930000.0,,,2365160000.0,2354620000.0,10540000.0,28050000.0,21115480000.0,2920720000.0,,15246290000.0,273440000.0,14972850000.0,,37810000.0,2223500000.0,,,154690000.0,2068810000.0,37226580000.0,4392850000.0,58550000.0,,228420000.0,305350000.0,305350000.0,27540000.0,,3607260000.0,,3607260000.0,14940000.0,3592320000.0,,,,32833730000.0,675410000.0,,,,24570190000.0,,,,528680000.0,,,7059450000.0,6874290000.0,185160000.0,,,2024-03-31
77663156.0,77663156.0,11241020000.0,13677310000.0,12323830000.0,23722750000.0,9556190000.0,12323830000.0,2306630000.0,12352070000.0,,12364500000.0,12352070000.0,12352070000.0,11575440000.0,,,776630000.0,776630000.0,,19500340000.0,2148130000.0,1480000.0,,,2108130000.0,2095700000.0,12430000.0,31560000.0,17352210000.0,3095070000.0,,11569180000.0,210930000.0,11358250000.0,,33350000.0,2417720000.0,,,65510000.0,2352210000.0,31852410000.0,4944010000.0,180560000.0,,198160000.0,1095620000.0,1095620000.0,28240000.0,,3127140000.0,,3127140000.0,33020000.0,3094120000.0,,,,26908400000.0,690130000.0,,,,20612980000.0,,,,670140000.0,,,4935150000.0,4805490000.0,129660000.0,,,2023-09-30
77663156.0,77663156.0,11676910000.0,13869270000.0,9299290000.0,21093980000.0,7568010000.0,9432250000.0,2097530000.0,9322240000.0,132960000.0,9469460000.0,9455200000.0,9455200000.0,4370000.0,7565860000.0,1037710000.0,691460000.0,558500000.0,132960000.0,19597990000.0,2155980000.0,,6320000.0,245190000.0,1898280000.0,1884020000.0,14260000.0,,17442010000.0,189360000.0,155050000.0,11970990000.0,213510000.0,11757480000.0,20200000.0,,1600740000.0,140770000.0,15380000.0,,1444590000.0,29053190000.0,4043170000.0,,519040000.0,179400000.0,232550000.0,232550000.0,22950000.0,22950000.0,2904360000.0,-2028360000.0,4932720000.0,130640000.0,,1196120000.0,3605960000.0,0.0,25010020000.0,63150000.0,0.0,4874130000.0,554670000.0,18854570000.0,16415060000.0,2439510000.0,114450000.0,454220000.0,-25570000.0,479790000.0,94830000.0,,94830000.0,12060000.0,82770000.0,2023-03-31
