Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Current Assets,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Other Payable,Dividends Payable,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Cash Financial
2456806.0,2456806.0,23356062000.0,23356062000.0,576000.0,23356062000.0,23356062000.0,23356062000.0,23356062000.0,23356062000.0,23343778000.0,12284000.0,12284000.0,986208000.0,981269000.0,347000.0,972974000.0,6920000.0,4939000.0,4939000.0,4939000.0,,24342270000.0,24336755000.0,284000.0,24336444000.0,24336444000.0,27000.0,5515000.0,4339000.0,1176000.0,548000.0,628000.0,2023-09-30,,,,,,,,,,,,,,
2456806.0,2456806.0,23577031000.0,23577031000.0,10182000.0,23577031000.0,23577031000.0,23577031000.0,23577031000.0,23577031000.0,23564747000.0,12284000.0,12284000.0,1004268000.0,1004268000.0,473000.0,996577000.0,6027000.0,0.0,0.0,,0.0,24581299000.0,24571117000.0,73000.0,24571014000.0,24571014000.0,30000.0,10182000.0,4339000.0,5843000.0,5539000.0,304000.0,2023-03-31,,,,,,,,,,,,,,
2456806.0,2456806.0,23381231000.0,23381231000.0,3673000.0,23381231000.0,23381231000.0,23381231000.0,23381231000.0,23381231000.0,,12284000.0,12284000.0,883370000.0,881084000.0,,874337000.0,66000.0,2286000.0,2111000.0,150000.0,,24264601000.0,24258642000.0,826000.0,24257792000.0,23926083000.0,24000.0,5959000.0,,441000.0,11000.0,430000.0,2024-03-31 00:00:00,922796000.0,1651000.0,6681000.0,1698000.0,263000.0,331709000.0,-190000.0,214000.0,214000.0,162000.0,4529000.0,1000.0,826000.0,430000.0
