Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.4,895200000.0,0.0,0.0,337100000.0,226700000.0,2979500000.0,895200000.0,668500000.0,-103200000.0,103200000.0,337100000.0,337100000.0,4652500000.0,,,,,337100000.0,337100000.0,0.0,337100000.0,2800000.0,334300000.0,328300000.0,237000000.0,565300000.0,15100000.0,0.0,,-103200000.0,103200000.0,658400000.0,1673000000.0,806500000.0,226700000.0,226700000.0,2331400000.0,2979500000.0,5310900000.0,5310900000.0,2024-03-31,
0.0,0.293846,789900000.0,0.0,0.0,321700000.0,226900000.0,2783600000.0,789900000.0,563000000.0,-108000000.0,108000000.0,321700000.0,321700000.0,4394400000.0,135738397.0,135738397.0,2.37,2.37,321700000.0,321700000.0,0.0,321700000.0,400000.0,321300000.0,321300000.0,133700000.0,455000000.0,22100000.0,0.0,,-108000000.0,108000000.0,540900000.0,1610800000.0,756900000.0,226900000.0,226900000.0,2151700000.0,2783600000.0,4935300000.0,4935300000.0,2023-12-31,
0.0,0.26699,735000000.0,0.0,0.0,293000000.0,223000000.0,2541000000.0,735000000.0,512000000.0,-100000000.0,100000000.0,293000000.0,293000000.0,4045000000.0,133181818.0,133181818.0,2.2,2.2,293000000.0,293000000.0,0.0,293000000.0,-8000000.0,302000000.0,302000000.0,110000000.0,412000000.0,18000000.0,0.0,,-100000000.0,100000000.0,493000000.0,1504000000.0,696000000.0,223000000.0,223000000.0,1997000000.0,2541000000.0,4538000000.0,4538000000.0,2023-09-30,
-64800000.0,0.3,599000000.0,-216000000.0,-216000000.0,23000000.0,205200000.0,2857000000.0,383000000.0,177800000.0,-65600000.0,-10300000.0,174200000.0,23000000.0,4256700000.0,,,,,23000000.0,23000000.0,0.0,23000000.0,11800000.0,11200000.0,11200000.0,176900000.0,188100000.0,-82300000.0,-223700000.0,217600000.0,-65600000.0,-10300000.0,441100000.0,1399700000.0,-543600000.0,205200000.0,-142100000.0,1840800000.0,2857000000.0,4697800000.0,4697800000.0,2023-03-31,
0.0,0.293122,449700000.0,0.0,0.0,129700000.0,197200000.0,2242600000.0,449700000.0,252500000.0,-63500000.0,63500000.0,129700000.0,129700000.0,3595700000.0,135104167.0,135104167.0,0.96,0.96,129700000.0,129700000.0,0.0,129700000.0,-3900000.0,133600000.0,133600000.0,55400000.0,189000000.0,15300000.0,0.0,,-63500000.0,63500000.0,237600000.0,1353100000.0,636000000.0,197200000.0,197200000.0,1590700000.0,2242600000.0,3833300000.0,3833300000.0,2022-12-31,
-359700000.0,0.3,790000000.0,-1199000000.0,-1199000000.0,-855000000.0,225000000.0,2463000000.0,-409000000.0,-634000000.0,-99000000.0,99000000.0,-15700000.0,-866000000.0,4121000000.0,137460317.0,137460317.0,-6.3,-6.3,-866000000.0,-866000000.0,0.0,-866000000.0,2000000.0,-869000000.0,-858000000.0,124000000.0,-733000000.0,7000000.0,-1199000000.0,,-99000000.0,99000000.0,558000000.0,1658000000.0,785000000.0,225000000.0,225000000.0,2216000000.0,2463000000.0,4679000000.0,4679000000.0,2024-06-30 00:00:00,-11000000.0
0.0,0.293651,685000000.0,0.0,0.0,260000000.0,209000000.0,2365000000.0,685000000.0,476000000.0,-98000000.0,98000000.0,260000000.0,271000000.0,3734000000.0,135500000.0,135500000.0,2.0,2.0,271000000.0,271000000.0,0.0,271000000.0,-8000000.0,278000000.0,267000000.0,111000000.0,378000000.0,5000000.0,0.0,,-98000000.0,98000000.0,471000000.0,1369000000.0,608000000.0,209000000.0,209000000.0,1840000000.0,2365000000.0,4205000000.0,4205000000.0,2023-06-30 00:00:00,11000000.0
