Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
213484000.0,213484000.0,,70591800000.0,70750100000.0,1323700000.0,70591800000.0,,70750100000.0,70750100000.0,70750100000.0,0.0,70750100000.0,69682700000.0,,,1067400000.0,1067400000.0,4788400000.0,4336200000.0,947600000.0,,,1155600000.0,,,164300000.0,452200000.0,,,452200000.0,62600000.0,389600000.0,75538500000.0,73762600000.0,455600000.0,71771900000.0,71771900000.0,158300000.0,97900000.0,60400000.0,1376800000.0,,,,,,,1775900000.0,,,,131800000.0,311200000.0,932700000.0,400200000.0,296900000.0,103300000.0,,,2024-03-31
213484000.0,213484000.0,,60082900000.0,60231200000.0,2088500000.0,60082900000.0,,60231200000.0,60231200000.0,60231200000.0,0.0,60231200000.0,59163800000.0,,,1067400000.0,1067400000.0,4057900000.0,3168100000.0,482800000.0,,,885900000.0,,,174900000.0,889800000.0,,,889800000.0,423500000.0,466300000.0,64289100000.0,61310800000.0,356500000.0,59562000000.0,59562000000.0,148300000.0,87900000.0,60400000.0,1244000000.0,,,,,,,2978300000.0,,,,130700000.0,309600000.0,2162600000.0,375400000.0,303900000.0,71500000.0,,,2023-09-30
213424716.0,213424716.0,1304700000.0,60928400000.0,61078600000.0,11698700000.0,60928400000.0,1304700000.0,61078600000.0,61078600000.0,61078600000.0,0.0,61078600000.0,1113700000.0,50597500000.0,6550600000.0,1067100000.0,1067100000.0,4282800000.0,2073600000.0,-400000.0,109500000.0,69300000.0,1007700000.0,1304700000.0,1304700000.0,125700000.0,2209200000.0,504500000.0,57100000.0,540700000.0,183900000.0,356800000.0,65361400000.0,51453500000.0,51500000.0,49833500000.0,49833500000.0,150200000.0,89800000.0,60400000.0,1375900000.0,-1359900000.0,2735800000.0,3400000.0,423600000.0,2308800000.0,0.0,13907900000.0,376300000.0,8900000.0,170300000.0,70000000.0,304600000.0,1837400000.0,11310700000.0,11266100000.0,44600000.0,12300000.0,32300000.0,2023-03-31
213616310.0,213616310.0,,67780500000.0,67941600000.0,1218400000.0,67780500000.0,,67941600000.0,67941600000.0,67941600000.0,0.0,67941600000.0,66873500000.0,,,1068100000.0,1068100000.0,5351200000.0,4574200000.0,677400000.0,,,1941500000.0,,,221400000.0,777000000.0,,,777000000.0,252600000.0,524400000.0,73292800000.0,71297400000.0,415300000.0,69343900000.0,69343900000.0,161100000.0,100700000.0,60400000.0,1377100000.0,,,,,,,1995400000.0,,,,140100000.0,324100000.0,1216800000.0,314400000.0,290300000.0,24100000.0,,,2024-09-30 00:00:00
