Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.198376,368900000.0,0.0,0.0,207300000.0,97600000.0,368900000.0,271300000.0,-12700000.0,12700000.0,207300000.0,207300000.0,1042300000.0,,,,,207300000.0,207300000.0,0.0,207300000.0,0.0,207300000.0,207300000.0,51300000.0,258600000.0,16500000.0,0.0,-12700000.0,12700000.0,254800000.0,1042300000.0,226800000.0,97600000.0,97600000.0,1297100000.0,1297100000.0,2024-03-31
0.0,0.3,311600000.0,0.0,0.0,112600000.0,93000000.0,311600000.0,218600000.0,-9000000.0,9000000.0,112600000.0,112600000.0,986800000.0,15236806.0,15236806.0,7.39,7.39,112600000.0,112600000.0,0.0,112600000.0,0.0,112600000.0,112600000.0,97000000.0,209600000.0,7500000.0,0.0,-9000000.0,9000000.0,211100000.0,986800000.0,224500000.0,93000000.0,93000000.0,1197900000.0,1197900000.0,2023-12-31
0.0,0.167606,278500000.0,0.0,0.0,162400000.0,75700000.0,278500000.0,202800000.0,-7700000.0,7700000.0,162400000.0,162400000.0,945300000.0,15234522.0,15234522.0,10.66,10.66,162400000.0,162400000.0,0.0,162400000.0,0.0,162400000.0,162400000.0,32700000.0,195100000.0,24500000.0,0.0,-7700000.0,7700000.0,178300000.0,945300000.0,243700000.0,75700000.0,75700000.0,1123600000.0,1123600000.0,2023-09-30
0.0,0.15983,265800000.0,0.0,0.0,157700000.0,69500000.0,265800000.0,196300000.0,-8600000.0,8600000.0,157700000.0,157700000.0,899300000.0,15236715.0,15236715.0,10.35,10.35,157700000.0,157700000.0,0.0,157700000.0,0.0,157700000.0,157700000.0,30000000.0,187700000.0,20500000.0,0.0,-8600000.0,8600000.0,175800000.0,899300000.0,200700000.0,69500000.0,69500000.0,1075100000.0,1075100000.0,2023-06-30
5038264.299803,0.203156,221200000.0,24800000.0,24800000.0,121200000.0,85100000.0,246000000.0,160900000.0,300000.0,8800000.0,101438264.299803,121200000.0,916900000.0,,,,,121200000.0,121200000.0,0.0,121200000.0,,121200000.0,121200000.0,30900000.0,152100000.0,100000.0,0.0,300000.0,8800000.0,162900000.0,916900000.0,-86800000.0,85100000.0,48400000.0,1079800000.0,1079800000.0,2023-03-31
,,,,,,,,,,,,,,15232068.0,15232068.0,4.74,4.74,,,,,0.0,,,,,,,,,,,,,,,,2022-12-31
35119741.422178,0.205619,338800000.0,170800000.0,170800000.0,319500000.0,98200000.0,509600000.0,411400000.0,-9200000.0,9200000.0,183819741.422178,319500000.0,1081000000.0,15236052.0,15236052.0,20.97,20.97,319500000.0,319500000.0,0.0,319500000.0,0.0,319500000.0,319500000.0,82700000.0,402200000.0,28400000.0,170800000.0,-9200000.0,9200000.0,212200000.0,1081000000.0,229700000.0,98200000.0,98200000.0,1293200000.0,1293200000.0,2024-06-30 00:00:00
