Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
170326026.0,170326026.0,4661100000.0,6502900000.0,12644400000.0,19218700000.0,11077000000.0,12644400000.0,54300000.0,12770100000.0,14232800000.0,12772400000.0,2300000.0,12770100000.0,11066800000.0,,,1703300000.0,1703300000.0,24935300000.0,1571300000.0,,0.0,1503900000.0,41200000.0,1462700000.0,67400000.0,23364000000.0,12990100000.0,,4999000000.0,13100000.0,4985900000.0,,49000000.0,1758500000.0,,179500000.0,1579000000.0,37707700000.0,3266700000.0,618100000.0,,365500000.0,1092100000.0,1092100000.0,72000000.0,,600000.0,125700000.0,18600000.0,107100000.0,730500000.0,,730500000.0,,730500000.0,,,,,34441000000.0,4834400000.0,,,25197200000.0,,,338800000.0,766200000.0,,,3304400000.0,1516900000.0,1787500000.0,,,2024-03-31
170018157.0,170018157.0,5617500000.0,6544900000.0,12328400000.0,18982500000.0,9514100000.0,12328400000.0,18200000.0,12455800000.0,13917500000.0,12458700000.0,2900000.0,12455800000.0,10755600000.0,,,1700200000.0,1700200000.0,27863300000.0,1611400000.0,,74000000.0,1473000000.0,11300000.0,1461700000.0,64400000.0,26251900000.0,14301000000.0,,5071900000.0,6900000.0,5065000000.0,,50100000.0,2301500000.0,,340600000.0,1960900000.0,40322000000.0,4556000000.0,1369800000.0,,438000000.0,1255400000.0,1255400000.0,235600000.0,,600000.0,127400000.0,20300000.0,107100000.0,692300000.0,,692300000.0,,692300000.0,,,,,35766000000.0,2069800000.0,,,26109500000.0,,,376200000.0,1180400000.0,,,6030100000.0,5120900000.0,909200000.0,,,2023-09-30
169964088.0,169964088.0,5449050000.0,6437100000.0,11867680000.0,18412470000.0,8718940000.0,11867680000.0,22640000.0,11998010000.0,12740350000.0,12000800000.0,2790000.0,11998010000.0,19040000.0,-9449540000.0,18949280000.0,1699640000.0,1699640000.0,24413000000.0,890550000.0,62480000.0,71690000.0,756380000.0,14040000.0,742340000.0,62480000.0,23522450000.0,11973920000.0,308330000.0,5680720000.0,8600000.0,5672120000.0,46520000.0,46520000.0,6382780000.0,4994040000.0,308330000.0,1388740000.0,36413800000.0,4172410000.0,1343600000.0,74110000.0,343940000.0,690500000.0,690500000.0,487570000.0,487570000.0,570000.0,130330000.0,23190000.0,107140000.0,2022670000.0,-282050000.0,2304720000.0,1340440000.0,268230000.0,164190000.0,254070000.0,277790000.0,0.0,32241390000.0,2353790000.0,30520000.0,3203250000.0,22208050000.0,22195420000.0,12630000.0,4861390000.0,788000000.0,-77750000.0,865750000.0,1150180000.0,184770000.0,965410000.0,475710000.0,489700000.0,2023-03-31
