Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current
39116864.0,39116864.0,5574400000.0,5681200000.0,4102400000.0,9777700000.0,1965200000.0,4102400000.0,5900000.0,4102400000.0,4102400000.0,4102400000.0,4102400000.0,3711200000.0,,,391200000.0,391200000.0,7683400000.0,98600000.0,,,700000.0,700000.0,0.0,97900000.0,7584800000.0,191600000.0,5680500000.0,5200000.0,5675300000.0,41600000.0,1532000000.0,,,15200000.0,1516800000.0,11785800000.0,2235800000.0,9600000.0,,135000000.0,7100000.0,7100000.0,26800000.0,26800000.0,0.0,,2043600000.0,,2043600000.0,5500000.0,2038100000.0,,,,,9550000000.0,93000000.0,0.0,,,8779200000.0,,,,,,392100000.0,,,285700000.0,184800000.0,100900000.0,,,2024-03-31,,,
39116864.0,39116864.0,1729400000.0,1818700000.0,3455400000.0,5266000000.0,915500000.0,3455400000.0,8200000.0,3455500000.0,3455500000.0,3455500000.0,3455500000.0,3064300000.0,,,391200000.0,391200000.0,3064800000.0,106200000.0,,,3300000.0,3300000.0,0.0,102900000.0,2958600000.0,319800000.0,1815400000.0,4900000.0,1810500000.0,40700000.0,609100000.0,,,29000000.0,580100000.0,6520300000.0,2646200000.0,10700000.0,,405600000.0,17200000.0,17200000.0,26700000.0,26700000.0,100000.0,,2163800000.0,,2163800000.0,191700000.0,1972100000.0,,,,,3874100000.0,86600000.0,0.0,,,3104500000.0,,,,,,386500000.0,,,296500000.0,215400000.0,81100000.0,,,2023-09-30,,,
39116864.0,39116864.0,3555700000.0,3830200000.0,3843000000.0,7662900000.0,1461800000.0,3843000000.0,10400000.0,3843100000.0,3915100000.0,3843100000.0,3843100000.0,3451900000.0,824600000.0,1582700000.0,391200000.0,391200000.0,6489000000.0,178200000.0,700000.0,700000.0,77800000.0,5800000.0,72000000.0,99700000.0,6310800000.0,97300000.0,3752400000.0,4600000.0,3747800000.0,40000000.0,2350100000.0,291000000.0,3600000.0,29000000.0,2026500000.0,10332100000.0,2559500000.0,2500000.0,5300000.0,288900000.0,0.0,81200000.0,28300000.0,28300000.0,100000.0,100000.0,2141000000.0,-2324000000.0,4465000000.0,171700000.0,12700000.0,3377700000.0,766000000.0,136900000.0,0.0,7772600000.0,91400000.0,47800000.0,123200000.0,36400000.0,6877500000.0,6267300000.0,490200000.0,120000000.0,75200000.0,18800000.0,325400000.0,-1200000.0,326600000.0,268300000.0,4200000.0,264100000.0,30000000.0,234100000.0,2023-03-31,,,
