Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
800000000.0,800000000.0,603505000.0,32265711000.0,32297884000.0,25124957000.0,32265711000.0,603505000.0,32297884000.0,32297884000.0,32297884000.0,32297884000.0,30697884000.0,,1600000000.0,1600000000.0,28613769000.0,2297027000.0,175246000.0,,,417974000.0,417974000.0,1160951000.0,26316742000.0,10277153000.0,,185531000.0,185531000.0,304072000.0,9976510000.0,,,0.0,9976510000.0,60911653000.0,9469954000.0,192597000.0,,1412836000.0,11719000.0,11719000.0,,,262073000.0,32173000.0,,7558556000.0,,7558556000.0,4425183000.0,3133373000.0,,,,,51441699000.0,10628337000.0,,,109651000.0,,,,1608860000.0,13743419000.0,,,25351432000.0,18288045000.0,7063387000.0,,2024-03-31
800000000.0,800000000.0,667967000.0,28440505000.0,28458566000.0,22309282000.0,28440505000.0,667967000.0,28458566000.0,28458566000.0,28458566000.0,28458566000.0,26858566000.0,,1600000000.0,1600000000.0,27040115000.0,2365494000.0,213680000.0,,,487861000.0,487861000.0,1106548000.0,24674621000.0,11118922000.0,,180106000.0,180106000.0,297389000.0,6817309000.0,,,0.0,6817309000.0,55498681000.0,8514778000.0,3417312000.0,,1331845000.0,2540000.0,2540000.0,,,263956000.0,18061000.0,,3481064000.0,,3481064000.0,434289000.0,3046775000.0,,,,,46983903000.0,9556037000.0,,,107364000.0,,,,1485057000.0,13111134000.0,,,22724311000.0,15907600000.0,6816711000.0,,2023-09-30
800000000.0,800000000.0,841622000.0,24756716000.0,24784041000.0,19612831000.0,24756716000.0,841622000.0,24784041000.0,24784041000.0,24784041000.0,24784041000.0,23184041000.0,17234871000.0,1600000000.0,1600000000.0,26103547000.0,2189893000.0,158197000.0,1054437000.0,8384000.0,594511000.0,594511000.0,1054437000.0,23913654000.0,5554069000.0,1082904000.0,247111000.0,247111000.0,275780000.0,11109550000.0,1698048000.0,4620000.0,0.0,9406882000.0,50887588000.0,7361103000.0,1000.0,48806000.0,1305496000.0,1131000.0,1131000.0,0.0,0.0,265839000.0,27325000.0,27325000.0,5712770000.0,-3260217000.0,8972987000.0,2496619000.0,1149185000.0,2565413000.0,1958782000.0,802988000.0,0.0,43526485000.0,9486781000.0,15019095000.0,10110409000.0,96095000.0,46039000.0,50056000.0,1444108000.0,583675000.0,11429140000.0,-1392476000.0,12821616000.0,4843963000.0,555511000.0,4288452000.0,4288452000.0,2023-03-31
