Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
268354980.0,268354980.0,,120585000.0,3012112000.0,3133439000.0,2448027000.0,3012112000.0,3012854000.0,3012854000.0,3012854000.0,3012854000.0,2878677000.0,134177000.0,134177000.0,186526000.0,16459000.0,,13252000.0,3207000.0,170067000.0,13735000.0,120585000.0,120585000.0,11012000.0,465000.0,0.0,465000.0,3199380000.0,581286000.0,,0.0,742000.0,580544000.0,580544000.0,0.0,580544000.0,2618094000.0,91214000.0,156523000.0,1850000.0,479794000.0,1888713000.0,1617991000.0,270722000.0,2024-03-31
266760000.0,266760000.0,85221000.0,93596000.0,1710510000.0,1805023000.0,1356128000.0,1710510000.0,1711427000.0,1711427000.0,1711427000.0,1711427000.0,1578047000.0,133380000.0,133380000.0,408332000.0,4270000.0,-1000.0,4271000.0,,404062000.0,39631000.0,93596000.0,93596000.0,12786000.0,110259000.0,0.0,110259000.0,2119759000.0,359569000.0,-1000.0,0.0,917000.0,358653000.0,358653000.0,0.0,358653000.0,1760190000.0,81097000.0,270099000.0,6790000.0,242785000.0,1159419000.0,1151044000.0,8375000.0,2023-09-30
266760000.0,266760000.0,56744000.0,59749000.0,1670755000.0,1730983000.0,1326140000.0,1670755000.0,1671234000.0,1671234000.0,1671234000.0,1671234000.0,1537854000.0,133380000.0,133380000.0,217069000.0,15482000.0,,13430000.0,2052000.0,201587000.0,23890000.0,59749000.0,59749000.0,5359000.0,90401000.0,3086000.0,87315000.0,1888303000.0,360576000.0,,0.0,479000.0,360097000.0,360097000.0,0.0,360097000.0,1527727000.0,73875000.0,191046000.0,6154000.0,256427000.0,1000225000.0,997220000.0,3005000.0,2023-03-31
