Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
25989200.0,25989200.0,,78124000.0,4053012000.0,4063900000.0,2300110000.0,4053012000.0,68327000.0,4054103000.0,4054103000.0,4054103000.0,4054103000.0,3924157000.0,129946000.0,129946000.0,770791000.0,298328000.0,2550000.0,128672000.0,47880000.0,47880000.0,24741000.0,472463000.0,45908000.0,30244000.0,20447000.0,9797000.0,17684000.0,233065000.0,6051000.0,227014000.0,4824894000.0,2052321000.0,280980000.0,280980000.0,19989000.0,1091000.0,1091000.0,1749363000.0,1749363000.0,12114000.0,1737249000.0,2772573000.0,90673000.0,784000.0,1256955000.0,5262000.0,879865000.0,539034000.0,515272000.0,23762000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
25989200.0,25989200.0,36270000.0,152609000.0,3980468000.0,4056365000.0,2144390000.0,3980468000.0,77889000.0,3981645000.0,3981645000.0,3981645000.0,3981645000.0,3851699000.0,129946000.0,129946000.0,1138028000.0,341678000.0,2763000.0,141597000.0,58428000.0,58428000.0,31555000.0,796350000.0,28426000.0,94181000.0,19461000.0,74720000.0,11369000.0,424636000.0,13091000.0,411545000.0,5119673000.0,2178933000.0,401496000.0,401496000.0,20177000.0,1177000.0,1177000.0,1755460000.0,1755460000.0,29718000.0,1725742000.0,2940740000.0,127514000.0,784000.0,1332451000.0,4059000.0,1141832000.0,334100000.0,295650000.0,38450000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
25989200.0,25989200.0,,87125000.0,3948660000.0,3949993000.0,2058608000.0,3948660000.0,87125000.0,3949993000.0,3949993000.0,3949993000.0,3949993000.0,3820047000.0,129946000.0,129946000.0,894484000.0,354566000.0,2975000.0,149561000.0,68327000.0,68327000.0,26631000.0,539918000.0,23272000.0,18798000.0,18798000.0,0.0,9718000.0,286769000.0,6555000.0,280214000.0,4844477000.0,2245951000.0,435877000.0,435877000.0,20365000.0,1333000.0,1333000.0,1787626000.0,1787626000.0,1214000.0,1786412000.0,2598526000.0,133528000.0,784000.0,1216304000.0,2619000.0,911201000.0,334090000.0,316168000.0,17922000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
25989200.0,25989200.0,,78512000.0,4220081000.0,4241183000.0,2376186000.0,4220081000.0,58428000.0,4221099000.0,4221099000.0,4221099000.0,4221099000.0,4091153000.0,129946000.0,129946000.0,1035006000.0,302230000.0,2336000.0,141285000.0,35507000.0,35507000.0,25637000.0,732776000.0,21913000.0,43005000.0,22921000.0,20084000.0,18208000.0,436926000.0,5825000.0,431101000.0,5256105000.0,2147143000.0,388658000.0,388658000.0,19801000.0,1018000.0,1018000.0,1737028000.0,1737028000.0,12169000.0,1724859000.0,3108962000.0,177316000.0,784000.0,1577649000.0,4494000.0,1128074000.0,220645000.0,189882000.0,30763000.0,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
