Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.16988,651500000.0,0.0,0.0,21400000.0,320900000.0,4401200000.0,651500000.0,330600000.0,-247600000.0,247600000.0,21400000.0,21400000.0,7498000000.0,,,,,21400000.0,21400000.0,0.0,21400000.0,-5900000.0,27300000.0,,27300000.0,14100000.0,83000000.0,100200000.0,0.0,-247600000.0,247600000.0,230400000.0,3096800000.0,1655300000.0,320900000.0,320900000.0,3327200000.0,4401200000.0,7728400000.0,7728400000.0,2024-03-31,
0.0,0.048212,613000000.0,0.0,0.0,42200000.0,313400000.0,3750900000.0,613000000.0,299600000.0,-235300000.0,235300000.0,42200000.0,42200000.0,6736400000.0,66984127.0,66984127.0,0.63,0.63,42200000.0,42200000.0,0.0,42200000.0,-3100000.0,45300000.0,,45300000.0,3100000.0,64300000.0,106700000.0,0.0,-235300000.0,235300000.0,192900000.0,2985500000.0,1608300000.0,313400000.0,313400000.0,3178400000.0,3750900000.0,6929300000.0,6929300000.0,2023-12-31,
0.0,0.173793,799900000.0,,,203100000.0,304100000.0,3765100000.0,799900000.0,495800000.0,-243200000.0,243200000.0,203100000.0,203100000.0,6588800000.0,70367647.0,70367647.0,2.72,2.72,191400000.0,191400000.0,0.0,191400000.0,-5600000.0,197000000.0,-11700000.0,208700000.0,43900000.0,252600000.0,81100000.0,,-243200000.0,243200000.0,414700000.0,2823700000.0,1455200000.0,304100000.0,304100000.0,3238400000.0,3765100000.0,7003500000.0,7003500000.0,2023-09-30,
0.0,0.3,684400000.0,0.0,0.0,2700000.0,292000000.0,3381000000.0,684400000.0,392400000.0,-224900000.0,224900000.0,2700000.0,2700000.0,6030300000.0,72296395.0,72296395.0,0.09,0.09,2700000.0,2700000.0,0.0,2700000.0,-4000000.0,6700000.0,-22000000.0,6700000.0,138800000.0,167500000.0,83600000.0,0.0,-224900000.0,224900000.0,308800000.0,2649300000.0,1301200000.0,292000000.0,292000000.0,2958100000.0,3381000000.0,6339100000.0,6339100000.0,2023-06-30,
0.0,0.253675,897557000.0,,,287000000.0,283662000.0,5001261000.0,897557000.0,613895000.0,-223750000.0,229344000.0,287000000.0,287000000.0,6436366000.0,,,,,227421000.0,227421000.0,0.0,227421000.0,,227421000.0,-59579000.0,287000000.0,97551000.0,384551000.0,63218000.0,,-223750000.0,229344000.0,516450000.0,1435105000.0,-1022375000.0,283662000.0,-119531000.0,1951555000.0,5001261000.0,6952816000.0,6952816000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,72037037.0,72037037.0,1.08,1.08,,,,,0.0,,-19700000.0,,,,,0.0,,,,,,,,,,,,2022-12-31,
0.0,0.295775,553700000.0,,,-34900000.0,307300000.0,3178400000.0,553700000.0,246400000.0,-239300000.0,239300000.0,-34900000.0,-40100000.0,5876300000.0,72909091.0,72909091.0,-0.55,-0.55,-40100000.0,-40100000.0,0.0,-40100000.0,-1000000.0,-39100000.0,,-33900000.0,2100000.0,7100000.0,123600000.0,,-239300000.0,239300000.0,122800000.0,2697900000.0,1311700000.0,307300000.0,307300000.0,2820700000.0,3178400000.0,5999100000.0,5999100000.0,2024-06-30 00:00:00,-5200000.0
