Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Dividends Payable,Held To Maturity Securities
22260461.0,22260461.0,579900000.0,2668300000.0,2915000000.0,1965200000.0,2668300000.0,579900000.0,2915000000.0,2915000000.0,2915000000.0,2915000000.0,2803700000.0,,,111300000.0,111300000.0,2104800000.0,428900000.0,,,4800000.0,424100000.0,424100000.0,1675900000.0,817600000.0,155800000.0,155800000.0,85300000.0,573400000.0,,42900000.0,530500000.0,5019800000.0,1378700000.0,30000000.0,,84300000.0,289400000.0,289400000.0,47200000.0,47200000.0,246700000.0,160000000.0,86700000.0,642700000.0,,642700000.0,642700000.0,,,,,3641100000.0,66000000.0,,,20300000.0,2000000.0,1300000.0,,,3551500000.0,3470900000.0,80600000.0,,2024-03-31,,
22260461.0,22260461.0,636855000.0,2563176000.0,2689325000.0,1746618000.0,2563176000.0,636855000.0,2689325000.0,2689325000.0,2689325000.0,2689325000.0,2578023000.0,,,111302000.0,111302000.0,2124300000.0,489085000.0,,,6055000.0,483030000.0,483030000.0,1635215000.0,835849000.0,153825000.0,153825000.0,88155000.0,497608000.0,,0.0,497608000.0,4813625000.0,1431792000.0,157604000.0,72385000.0,52194000.0,211691000.0,284076000.0,46359000.0,46359000.0,126149000.0,39454000.0,86695000.0,725443000.0,,725443000.0,725443000.0,,,,,3381833000.0,69237000.0,,,22858000.0,2000000.0,60111000.0,,,3227627000.0,3131032000.0,96595000.0,,2023-09-30,,
22255461.0,22255461.0,679862000.0,2393116000.0,2530017000.0,1676567000.0,2393116000.0,679862000.0,2530017000.0,2530017000.0,2530017000.0,2530017000.0,24031000.0,2016539000.0,369739000.0,111277000.0,111277000.0,2128698000.0,537291000.0,-17566000.0,0.0,7304000.0,529987000.0,529987000.0,1591407000.0,11896000.0,149875000.0,149875000.0,72973000.0,568304000.0,58977000.0,57792000.0,451535000.0,4658715000.0,1390741000.0,26426000.0,26426000.0,54335000.0,293553000.0,293553000.0,47310000.0,47310000.0,136901000.0,50206000.0,86695000.0,793313000.0,-401564000.0,1194877000.0,609769000.0,562570000.0,22538000.0,0.0,0.0,3267974000.0,61886000.0,0.0,370500000.0,78372000.0,74997000.0,81775000.0,-1937000.0,83712000.0,2662330000.0,2576284000.0,86046000.0,86046000.0,2023-03-31,,
