Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Prepaid Assets,Receivables,Taxes Receivable,Cash And Cash Equivalents,Date,Cash Cash Equivalents And Federal Funds Sold
950968519.0,950968519.0,371614200000.0,398910400000.0,119580300000.0,519750700000.0,119580300000.0,120840300000.0,519750700000.0,120840300000.0,120840300000.0,111330600000.0,,,9509700000.0,9509700000.0,460872000000.0,0.0,398910400000.0,15286300000.0,209200000.0,,,15077100000.0,581712300000.0,38491600000.0,38491600000.0,38491600000.0,1260000000.0,1260000000.0,4384100000.0,,4384100000.0,1000000.0,4383100000.0,,,,2430800000.0,102000000.0,27296200000.0,2024-03-31,
946735259.0,946735259.0,326057100000.0,340832100000.0,109405000000.0,451414500000.0,109405000000.0,110582400000.0,451414500000.0,110582400000.0,110582400000.0,101115000000.0,,,9467400000.0,9467400000.0,393301400000.0,18100000.0,340832100000.0,16115300000.0,57200000.0,,146400000.0,15911700000.0,503883800000.0,28871900000.0,28871900000.0,28871900000.0,1177400000.0,1177400000.0,4208200000.0,,4208200000.0,191900000.0,4016300000.0,,,,3227600000.0,0.0,14775000000.0,2023-09-30,
946074389.0,946074389.0,301728000000.0,315310900000.0,97100000000.0,409396700000.0,97100000000.0,98300500000.0,409396700000.0,98300500000.0,98300500000.0,401300000.0,60420200000.0,10525600000.0,9460700000.0,9460700000.0,357155100000.0,11000000.0,315310900000.0,23221100000.0,7106800000.0,2160100000.0,,13954200000.0,455455600000.0,23387200000.0,23387200000.0,21396900000.0,1200500000.0,1200500000.0,4536100000.0,-3143300000.0,7679400000.0,60600000.0,4475400000.0,4838200000.0,2780600000.0,1192100000.0,7619600000.0,1472800000.0,9368200000.0,2023-03-31,
