Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,379522000.0,0.0,0.0,87072000.0,95191000.0,515922000.0,379522000.0,284331000.0,-125136000.0,125136000.0,87072000.0,87072000.0,2326670000.0,,,,,87072000.0,87072000.0,0.0,87072000.0,-2816000.0,89888000.0,89888000.0,69309000.0,159195000.0,54566000.0,0.0,,-125136000.0,125136000.0,229995000.0,1810748000.0,368234000.0,95191000.0,95191000.0,2040743000.0,515922000.0,2556665000.0,2556665000.0,2024-03-31
0.0,0.316398,316260000.0,0.0,0.0,74268000.0,84932000.0,342682000.0,316260000.0,231328000.0,-121043000.0,121043000.0,74268000.0,74268000.0,2099876000.0,42438857.0,38480829.0,1.75,1.93,74268000.0,74268000.0,0.0,74268000.0,-1123000.0,75391000.0,75391000.0,34894000.0,110285000.0,16406000.0,0.0,,-121043000.0,121043000.0,214922000.0,1757194000.0,354224000.0,84932000.0,84932000.0,1972116000.0,342682000.0,2314798000.0,2314798000.0,2023-12-31
0.0,0.364925,379393000.0,0.0,0.0,110662000.0,87023000.0,600757000.0,379393000.0,292370000.0,-116446000.0,116446000.0,110662000.0,110662000.0,2233609000.0,42076806.0,38291349.0,2.63,2.89,110662000.0,110662000.0,0.0,110662000.0,-1063000.0,111725000.0,111725000.0,64199000.0,175924000.0,11354000.0,0.0,0.0,-116446000.0,116446000.0,281016000.0,1632852000.0,317769000.0,87023000.0,87023000.0,1913868000.0,600757000.0,2514625000.0,2514625000.0,2023-09-30
0.0,0.326824,356627000.0,0.0,0.0,56076000.0,70766000.0,395609000.0,356627000.0,285861000.0,-201054000.0,201054000.0,56076000.0,56076000.0,1867571000.0,42162406.0,38146939.0,1.33,1.47,56076000.0,56076000.0,0.0,56076000.0,-1014000.0,57090000.0,57090000.0,27717000.0,84807000.0,17047000.0,0.0,0.0,-201054000.0,201054000.0,268814000.0,1471962000.0,322076000.0,70766000.0,70766000.0,1740776000.0,395609000.0,2136385000.0,2136385000.0,2023-06-30
0.0,0.3,478274000.0,0.0,0.0,159374000.0,67082000.0,521350000.0,478274000.0,411192000.0,-141350000.0,141350000.0,159374000.0,159374000.0,1831984000.0,,,,,159374000.0,159374000.0,0.0,159374000.0,-1058000.0,160432000.0,160432000.0,109410000.0,269842000.0,10781000.0,0.0,,-141350000.0,141350000.0,400411000.0,1310634000.0,417113000.0,67082000.0,67082000.0,1711045000.0,521350000.0,2232395000.0,2232395000.0,2023-03-31
,,,,,,,,,,,,,,,38047426.0,38047426.0,-2.72,-2.72,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.307296,415620000.0,,,170674000.0,92813000.0,320374000.0,415620000.0,322807000.0,-80679000.0,80679000.0,170674000.0,170674000.0,2012404000.0,45271618.0,41934644.0,3.77,4.07,170674000.0,170674000.0,0.0,170674000.0,2951000.0,167723000.0,167723000.0,74405000.0,242128000.0,102725000.0,,,-80679000.0,80679000.0,220156000.0,1692030000.0,367614000.0,92813000.0,92813000.0,1912186000.0,320374000.0,2232560000.0,2232560000.0,2024-06-30 00:00:00
