Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Defined Pension Benefit,Financial Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
917202340.0,917202340.0,776620000.0,2000000000.0,32660480000.0,34670450000.0,32660480000.0,32670450000.0,34670450000.0,32670450000.0,32670450000.0,314020000.0,0.0,23609430000.0,8747000000.0,8747000000.0,135264000000.0,97010000.0,0.0,2000000000.0,2000000000.0,35765060000.0,4417170000.0,2401750000.0,2015420000.0,167934450000.0,0.0,0.0,117540910000.0,111380480000.0,2830260000.0,0.0,0.0,0.0,30325820000.0,9970000.0,9970000.0,0.0,1600070000.0,-466590000.0,2066660000.0,6800000.0,101250000.0,605360000.0,1353250000.0,0.0,723270000.0,6639930000.0,298810000.0,7383810000.0,6160430000.0,1223380000.0,2023-12-31
917202340.0,917202340.0,,,32564090000.0,32576280000.0,32564090000.0,32576280000.0,32576280000.0,32576280000.0,32576280000.0,268430000.0,,23567670000.0,8740180000.0,8740180000.0,111372350000.0,43730000.0,0.0,,,30612910000.0,5169260000.0,1724180000.0,3445080000.0,143948630000.0,0.0,0.0,109921250000.0,97018720000.0,2686700000.0,0.0,0.0,0.0,13969330000.0,12190000.0,12190000.0,0.0,1607850000.0,-366250000.0,1974100000.0,13980000.0,97570000.0,532180000.0,1330370000.0,0.0,473300000.0,4661500000.0,172230000.0,15695540000.0,12902530000.0,2793010000.0,2023-03-31
