Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
92519813.0,92519813.0,,612009000.0,1918048000.0,2010771000.0,1765003000.0,1918048000.0,1931038000.0,2010771000.0,1931038000.0,1931038000.0,1750998000.0,,180040000.0,180040000.0,1048880000.0,93737000.0,-1000.0,9847000.0,79733000.0,79733000.0,955143000.0,14615000.0,532276000.0,,18289000.0,352254000.0,,92202000.0,260052000.0,2979918000.0,259772000.0,1000.0,,85685000.0,10310000.0,10310000.0,12990000.0,1375000.0,11615000.0,150786000.0,,150786000.0,7517000.0,143269000.0,,,,,2720146000.0,135139000.0,,495775000.0,,,,368000.0,1234277000.0,,,854587000.0,226156000.0,628431000.0,,2024-03-31
92519813.0,92519813.0,671883000.0,685043000.0,729663000.0,1427351000.0,658850000.0,729663000.0,742308000.0,864346000.0,742308000.0,742308000.0,,609690000.0,125405000.0,125405000.0,1221417000.0,136753000.0,,9914000.0,122038000.0,122038000.0,1084664000.0,,563005000.0,563005000.0,13536000.0,508123000.0,72999000.0,121223000.0,313901000.0,1963725000.0,220212000.0,-2000.0,3119000.0,49416000.0,1000.0,1000.0,12645000.0,1030000.0,11615000.0,155033000.0,-92603000.0,247636000.0,7317000.0,5535000.0,91922000.0,94533000.0,48329000.0,0.0,1743514000.0,-1000.0,64251000.0,504590000.0,-9000.0,288412000.0,216187000.0,,1161514000.0,-128132000.0,1289646000.0,13160000.0,,13160000.0,13160000.0,2023-09-30
