Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.247496,8518600000.0,0.0,0.0,4867500000.0,1741500000.0,12554700000.0,8518600000.0,6777100000.0,-308700000.0,308700000.0,4867500000.0,4867500000.0,21749500000.0,,,,,4867500000.0,4867500000.0,0.0,4867500000.0,4867500000.0,4867500000.0,1600900000.0,6468400000.0,2600700000.0,0.0,-308700000.0,308700000.0,5069700000.0,9194800000.0,4054400000.0,1741500000.0,1741500000.0,2095100000.0,2095100000.0,14264500000.0,12554700000.0,26819200000.0,26819200000.0,2024-03-31,
0.0,0.253142,6062300000.0,0.0,0.0,3054200000.0,1608500000.0,11027100000.0,6062300000.0,4453800000.0,-364400000.0,364400000.0,3054200000.0,3054200000.0,18946600000.0,193303797.0,193303797.0,15.8,15.8,3054200000.0,3054200000.0,0.0,3054200000.0,3054200000.0,3054200000.0,1035200000.0,4089400000.0,688400000.0,0.0,-364400000.0,364400000.0,3797500000.0,7919500000.0,4054700000.0,1608500000.0,1608500000.0,993400000.0,993400000.0,11717000000.0,11027100000.0,22744100000.0,22744100000.0,2023-12-31,
0.0,0.237267,6398000000.0,0.0,0.0,3474400000.0,1604300000.0,10931900000.0,6398000000.0,4793700000.0,-238500000.0,238500000.0,3474400000.0,3474400000.0,18809100000.0,193344463.0,193344463.0,17.97,17.97,3474400000.0,3474400000.0,0.0,3474400000.0,3474400000.0,3474400000.0,1080800000.0,4555200000.0,523400000.0,0.0,-238500000.0,238500000.0,3722800000.0,7877200000.0,4013000000.0,1604300000.0,1604300000.0,1017800000.0,1017800000.0,11600000000.0,10931900000.0,22531900000.0,22531900000.0,2023-09-30,
0.0,0.227647,6067000000.0,0.0,0.0,3318800000.0,1552900000.0,10400500000.0,6067000000.0,4514100000.0,-217100000.0,217100000.0,3318800000.0,3318800000.0,18137000000.0,193290623.0,193290623.0,17.17,17.17,3318800000.0,3318800000.0,0.0,3318800000.0,3318800000.0,3318800000.0,978200000.0,4297000000.0,679700000.0,0.0,-217100000.0,217100000.0,3456500000.0,7736500000.0,3996300000.0,1552900000.0,1552900000.0,1001000000.0,1001000000.0,11193000000.0,10400500000.0,21593500000.0,21593500000.0,2023-06-30,
130886597.938144,0.26821,4826600000.0,488000000.0,488000000.0,2598000000.0,1556500000.0,17644500000.0,5314600000.0,3758100000.0,134300000.0,207900000.0,2240886597.938144,2598000000.0,18805900000.0,,,,,2598000000.0,2598000000.0,0.0,2598000000.0,2598000000.0,2598000000.0,952200000.0,3550200000.0,-781700000.0,-36300000.0,134300000.0,207900000.0,3319100000.0,1161400000.0,-8607300000.0,1556500000.0,1556500000.0,5994300000.0,5271900000.0,4480500000.0,17644500000.0,22125000000.0,22125000000.0,2023-03-31,
,,,,,,,,,,,,,,,193190731.0,193190731.0,5.61,5.61,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.234295,8252400000.0,0.0,0.0,4899900000.0,1634000000.0,12951300000.0,8252400000.0,6618400000.0,-219200000.0,219200000.0,4899900000.0,4899900000.0,22142900000.0,193289941.0,193289941.0,25.35,25.35,4899900000.0,4899900000.0,0.0,4899900000.0,4899900000.0,4899900000.0,1499300000.0,6399200000.0,1616300000.0,0.0,-219200000.0,219200000.0,5002100000.0,9191600000.0,4483200000.0,1634000000.0,1634000000.0,1780100000.0,1780100000.0,14193700000.0,12951300000.0,27145000000.0,27145000000.0,2024-06-30 00:00:00,0.0
