Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Accrued Expenses
79306124.0,79306124.0,918740000.0,1921190000.0,9037030000.0,10425410000.0,7864870000.0,9037030000.0,585560000.0,9089780000.0,9836500000.0,9089780000.0,9089780000.0,8296720000.0,,,793060000.0,793060000.0,6942980000.0,1548740000.0,,,,1261820000.0,515100000.0,746720000.0,106320000.0,5394240000.0,1280860000.0,659370000.0,70460000.0,588910000.0,,3490000.0,3233860000.0,,33600000.0,3200260000.0,16032760000.0,2773650000.0,68790000.0,,,58660000.0,715350000.0,715350000.0,52750000.0,22450000.0,30300000.0,1878100000.0,,1878100000.0,9510000.0,1868590000.0,,,,,13259110000.0,743430000.0,,,,4642190000.0,,,,,2258690000.0,,,5614800000.0,5197910000.0,416890000.0,,2024-03-31,
79306124.0,79306124.0,2093980000.0,2869850000.0,8837650000.0,11342070000.0,7637930000.0,8837650000.0,424920000.0,8897140000.0,9768310000.0,8897140000.0,8897140000.0,8104080000.0,,,793060000.0,793060000.0,8066440000.0,1532660000.0,,,,1250180000.0,379010000.0,871170000.0,94650000.0,6533780000.0,1986640000.0,1619670000.0,45910000.0,1573760000.0,,3240000.0,2801870000.0,,47230000.0,2754640000.0,16963580000.0,2791870000.0,41310000.0,,,54830000.0,938190000.0,938190000.0,59490000.0,29190000.0,30300000.0,1693020000.0,,1693020000.0,31840000.0,1661180000.0,,,,,14171710000.0,1017580000.0,,,,4616340000.0,,,,,2787310000.0,,,5750480000.0,5399530000.0,350950000.0,,2023-09-30,
79306124.0,79306124.0,2371330000.0,3560510000.0,1931960000.0,5123460000.0,948200000.0,1931960000.0,415770000.0,1978720000.0,2974350000.0,1978720000.0,1978720000.0,,980620000.0,465720000.0,528660000.0,528660000.0,9068460000.0,1619780000.0,95270000.0,166320000.0,0.0,1358190000.0,362560000.0,995630000.0,,7448680000.0,15370000.0,2202320000.0,53210000.0,2149110000.0,2990000.0,,2951010000.0,76490000.0,21900000.0,2852620000.0,11047180000.0,2650300000.0,,73380000.0,0.0,53790000.0,895220000.0,895220000.0,46760000.0,16460000.0,30300000.0,1576120000.0,-959280000.0,2535400000.0,13340000.0,196690000.0,1072490000.0,914550000.0,338330000.0,0.0,8396880000.0,75570000.0,0.0,902600000.0,728700000.0,4250830000.0,99350000.0,235970000.0,3915510000.0,48300000.0,1617470000.0,-125090000.0,1742560000.0,773410000.0,,773410000.0,773410000.0,2023-03-31,
