Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.0,-19497000.0,,,-19586000.0,89000.0,10889000.0,-19497000.0,-19586000.0,0.0,0.0,-19586000.0,-19586000.0,21607000.0,,,,,-19586000.0,-19586000.0,0.0,-19586000.0,-19586000.0,-19586000.0,0.0,-19586000.0,441000.0,,0.0,0.0,-20025000.0,10718000.0,7130000.0,89000.0,89000.0,-9307000.0,10889000.0,1582000.0,1582000.0,2024-03-31,
0.0,0.0,-7072000.0,,,-7226000.0,154000.0,0.0,-7072000.0,-7226000.0,0.0,0.0,-7226000.0,-7226000.0,7397000.0,21896970.0,21896970.0,-0.33,-0.33,-7226000.0,-7226000.0,0.0,-7226000.0,-7226000.0,-7226000.0,0.0,-7226000.0,171000.0,,0.0,0.0,-7397000.0,7397000.0,2728000.0,154000.0,154000.0,0.0,0.0,0.0,0.0,2023-12-31,
0.0,0.0,-7575000.0,0.0,0.0,-7792000.0,217000.0,151000.0,-7575000.0,-7792000.0,0.0,0.0,-7792000.0,-7792000.0,9055000.0,22262857.0,22262857.0,-0.35,-0.35,-7792000.0,-7792000.0,0.0,-7792000.0,-7792000.0,-7792000.0,0.0,-7792000.0,1004000.0,0.0,0.0,0.0,-8797000.0,8904000.0,4235000.0,217000.0,217000.0,107000.0,151000.0,258000.0,258000.0,2023-09-30,
0.0,0.0,-8485000.0,0.0,0.0,-8574000.0,89000.0,2981000.0,-8485000.0,-8574000.0,0.0,0.0,-8574000.0,-8574000.0,13016000.0,21984615.0,21984615.0,-0.39,-0.39,-8574000.0,-8574000.0,0.0,-8574000.0,-8574000.0,-8574000.0,0.0,-8574000.0,,0.0,0.0,0.0,-8576000.0,10035000.0,4216000.0,89000.0,89000.0,1459000.0,2981000.0,4440000.0,4440000.0,2023-06-30,
-137244.865562,0.018752,-42992000.0,-7319000.0,-7319000.0,-49450000.0,77000.0,406000.0,-50311000.0,-50388000.0,7659000.0,7000.0,-42268244.865562,-49450000.0,44237000.0,,,,,-49450000.0,-49450000.0,0.0,-49450000.0,-49450000.0,-49450000.0,-945000.0,-50395000.0,-6480000.0,-7319000.0,7659000.0,7000.0,-44165000.0,43831000.0,11919000.0,77000.0,77000.0,-334000.0,406000.0,72000.0,72000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,22059420.0,22059420.0,-0.69,-0.69,,,,,,,,,1663000.0,0.0,,,,,,,,,,,,2022-12-31,
0.0,0.0,-2278000.0,0.0,0.0,-2319000.0,41000.0,0.0,-2278000.0,-2319000.0,0.0,0.0,-2319000.0,-2319000.0,4149000.0,21081818.0,21081818.0,-0.11,-0.11,-2319000.0,-2319000.0,0.0,-2319000.0,-2319000.0,-2319000.0,0.0,-2319000.0,1830000.0,0.0,0.0,0.0,-4149000.0,4149000.0,1724000.0,41000.0,41000.0,0.0,0.0,0.0,0.0,2024-06-30 00:00:00,0.0
