Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.243769,4929800000.0,0.0,0.0,2060900000.0,761700000.0,10015700000.0,4929800000.0,4168100000.0,-1379800000.0,1379800000.0,2060900000.0,2060900000.0,13458100000.0,,,,,2060900000.0,2060900000.0,0.0,2060900000.0,-47700000.0,2108600000.0,2108600000.0,679700000.0,2788300000.0,602500000.0,0.0,,-1379800000.0,1379800000.0,3565600000.0,3442400000.0,1707700000.0,761700000.0,761700000.0,111200000.0,111200000.0,7008000000.0,10015700000.0,17023700000.0,17023700000.0,2024-03-31
0.0,0.297886,2964500000.0,0.0,0.0,734900000.0,820800000.0,6435900000.0,2964500000.0,2143700000.0,-1349100000.0,1349100000.0,734900000.0,734900000.0,9938100000.0,232563291.0,231100629.0,3.16,3.18,734900000.0,734900000.0,0.0,734900000.0,177000000.0,557900000.0,557900000.0,236700000.0,794600000.0,344100000.0,0.0,,-1349100000.0,1349100000.0,1799600000.0,3502200000.0,1756000000.0,820800000.0,820800000.0,116800000.0,116800000.0,5301800000.0,6435900000.0,11737700000.0,11737700000.0,2023-12-31
0.0,0.376213,3661100000.0,0.0,0.0,1335000000.0,757300000.0,8175000000.0,3661100000.0,2903800000.0,-1100300000.0,1100300000.0,1335000000.0,1335000000.0,11175400000.0,231369151.0,230569948.0,5.77,5.79,1335000000.0,1335000000.0,0.0,1335000000.0,210000000.0,1125000000.0,1125000000.0,678500000.0,1803500000.0,413400000.0,0.0,,-1100300000.0,1100300000.0,2490400000.0,3000400000.0,1381000000.0,757300000.0,757300000.0,79800000.0,79800000.0,5490800000.0,8175000000.0,13665800000.0,13665800000.0,2023-09-30
0.0,0.271305,2062700000.0,0.0,0.0,385300000.0,681100000.0,2756000000.0,2062700000.0,1381600000.0,-1081200000.0,1081200000.0,385300000.0,385300000.0,5472700000.0,232108434.0,230718563.0,1.66,1.67,385300000.0,385300000.0,0.0,385300000.0,166400000.0,218900000.0,218900000.0,81500000.0,300400000.0,314600000.0,0.0,,-1081200000.0,1081200000.0,1067000000.0,2716700000.0,1249000000.0,681100000.0,681100000.0,62600000.0,62600000.0,3783700000.0,2756000000.0,6539700000.0,6539700000.0,2023-06-30
11197267.42401,0.031471,1959200000.0,355800000.0,355800000.0,692500000.0,833800000.0,4141600000.0,2315000000.0,1481200000.0,-218900000.0,829800000.0,347897267.42401,692500000.0,6726100000.0,,,,,692500000.0,692500000.0,0.0,692500000.0,61600000.0,630900000.0,630900000.0,20500000.0,651400000.0,-701300000.0,169300000.0,-8300000.0,-218900000.0,829800000.0,1221600000.0,2584500000.0,221000000.0,833800000.0,812500000.0,1231900000.0,631300000.0,3806100000.0,4141600000.0,7947700000.0,7947700000.0,2023-03-31
,,,,,,,,,,,,,,,231300813.0,230364372.0,2.46,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.257377,3283000000.0,,,837200000.0,679200000.0,5137400000.0,3283000000.0,2603800000.0,-1519400000.0,1519400000.0,837200000.0,837200000.0,8530600000.0,231911357.0,231270718.0,3.61,3.62,837200000.0,837200000.0,0.0,837200000.0,31900000.0,805300000.0,805300000.0,279100000.0,1084400000.0,357200000.0,,,-1519400000.0,1519400000.0,2246600000.0,3393200000.0,1711800000.0,679200000.0,679200000.0,119300000.0,119300000.0,5639800000.0,5137400000.0,10777200000.0,10777200000.0,2024-06-30 00:00:00
