Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-134660415.989034,0.252765,2519080000.0,-532750000.0,-532750000.0,1286320000.0,69940000.0,3865050000.0,1986330000.0,1916390000.0,1684409584.010966,1286320000.0,4435970000.0,,,,,1286320000.0,1286320000.0,0.0,1286320000.0,-1020000.0,1286500000.0,1286500000.0,435180000.0,1721680000.0,338040000.0,-871300000.0,871300000.0,1916390000.0,570920000.0,500980000.0,69940000.0,69940000.0,2487310000.0,3865050000.0,6352360000.0,6352360000.0,2024-03-31
-26157148.861728,0.252093,1659310000.0,-103760000.0,-103760000.0,1273890000.0,56430000.0,3711760000.0,1555550000.0,1499120000.0,1351492851.138272,1273890000.0,4163870000.0,72380114.0,71127303.0,17.6,17.91,1273890000.0,1273890000.0,0.0,1273890000.0,140000.0,1274030000.0,1274030000.0,429430000.0,1703460000.0,308100000.0,-662550000.0,662550000.0,1499120000.0,452110000.0,395680000.0,56430000.0,56430000.0,1951230000.0,3711760000.0,5662990000.0,5662990000.0,2023-12-31
-59167386.05362,0.252571,1890150000.0,-234260000.0,-234260000.0,1251900000.0,46020000.0,3397250000.0,1655890000.0,1609870000.0,1426992613.94638,1251900000.0,3826490000.0,71824441.0,71009643.0,17.43,17.63,1251900000.0,1251900000.0,0.0,1251900000.0,140000.0,1252040000.0,1252040000.0,423090000.0,1675130000.0,299520000.0,-833990000.0,833990000.0,1609870000.0,429240000.0,383220000.0,46020000.0,46020000.0,2039110000.0,3397250000.0,5436360000.0,5436360000.0,2023-09-30
-25238673.883795,0.255892,1677670000.0,-98630000.0,-98630000.0,1194480000.0,31710000.0,3026030000.0,1579040000.0,1547330000.0,1267871326.116205,1194480000.0,3381660000.0,71525749.0,70973262.0,16.7,16.83,1194480000.0,1194480000.0,0.0,1194480000.0,140000.0,1194620000.0,1194620000.0,410820000.0,1605440000.0,156740000.0,-226260000.0,226260000.0,1547330000.0,355630000.0,323920000.0,31710000.0,31710000.0,1902960000.0,3026030000.0,4928990000.0,4928990000.0,2023-06-30
-195767929.148234,0.238268,2717210000.0,-821630000.0,-821630000.0,1055700000.0,37060000.0,2344590000.0,1895580000.0,1858520000.0,1681562070.851766,1055700000.0,2722040000.0,,,,,1055700000.0,1055700000.0,0.0,1055700000.0,160000.0,1055540000.0,1055540000.0,330170000.0,1385710000.0,348820000.0,-1478610000.0,1478610000.0,1858520000.0,377450000.0,340390000.0,37060000.0,37060000.0,2235970000.0,2344590000.0,4580560000.0,4580560000.0,2023-03-31
,,,,,,,,,,,,,71151545.0,71009950.0,10.03,10.05,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-503638854.097268,0.257695,4432500000.0,-1954400000.0,-1954400000.0,557100000.0,44100000.0,3940500000.0,2478100000.0,2434000000.0,2007861145.902732,557100000.0,4501300000.0,72350649.0,71331626.0,7.7,7.81,557100000.0,557100000.0,0.0,557100000.0,0.0,557100000.0,557100000.0,193400000.0,750500000.0,270900000.0,-2088500000.0,2088500000.0,2434000000.0,560800000.0,516700000.0,44100000.0,44100000.0,2994800000.0,3940500000.0,6935300000.0,6935300000.0,2024-06-30 00:00:00
