Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
20524119.241192,0.29195,4981000000.0,70300000.0,70300000.0,1933400000.0,1497000000.0,9944900000.0,5051300000.0,3554300000.0,-823700000.0,823700000.0,1883624119.241192,1933400000.0,23337200000.0,,,,,1933400000.0,1933400000.0,0.0,1933400000.0,0.0,1933400000.0,1933400000.0,797200000.0,2730600000.0,256900000.0,70300000.0,,-823700000.0,823700000.0,3227100000.0,13392300000.0,4966800000.0,1497000000.0,1497000000.0,5598500000.0,5598500000.0,16619400000.0,9944900000.0,26564300000.0,26564300000.0,2024-03-31
0.0,0.288851,3948100000.0,0.0,0.0,1091400000.0,1448200000.0,8563800000.0,3948100000.0,2499900000.0,-965200000.0,965200000.0,1091400000.0,1091400000.0,20783200000.0,77021877.0,77021877.0,14.17,14.17,1091400000.0,1091400000.0,0.0,1091400000.0,0.0,1091400000.0,1091400000.0,443300000.0,1534700000.0,163100000.0,0.0,,-965200000.0,965200000.0,2336800000.0,12219400000.0,4476400000.0,1448200000.0,1448200000.0,4883100000.0,4883100000.0,14556200000.0,8563800000.0,23120000000.0,23120000000.0,2023-12-31
-607818.983402,0.243128,3162500000.0,-2500000.0,-2500000.0,583700000.0,1434800000.0,9431900000.0,3160000000.0,1725200000.0,-954000000.0,954000000.0,585592181.016598,583700000.0,21404600000.0,77005277.0,77005277.0,7.58,7.58,583700000.0,583700000.0,0.0,583700000.0,0.0,583700000.0,583700000.0,187500000.0,771200000.0,274000000.0,-2500000.0,,-954000000.0,954000000.0,1453700000.0,11972700000.0,4580000000.0,1434800000.0,1434800000.0,4533900000.0,4533900000.0,13426400000.0,9431900000.0,22858300000.0,22858300000.0,2023-09-30
0.0,0.217226,3140100000.0,0.0,0.0,597100000.0,1403100000.0,10056800000.0,3140100000.0,1737000000.0,-974200000.0,974200000.0,597100000.0,597100000.0,22509300000.0,77045161.0,77045161.0,7.75,7.75,597100000.0,597100000.0,0.0,597100000.0,0.0,597100000.0,597100000.0,165700000.0,762800000.0,161700000.0,0.0,,-974200000.0,974200000.0,1575300000.0,12452500000.0,4579700000.0,1403100000.0,1403100000.0,5073700000.0,5073700000.0,14027800000.0,10056800000.0,24084600000.0,24084600000.0,2023-06-30
49751031.612503,0.247764,3191200000.0,200800000.0,200800000.0,849500000.0,1400900000.0,323200000.0,3392000000.0,1991100000.0,-772300000.0,861800000.0,698451031.612503,849500000.0,23151800000.0,,,,,849500000.0,849500000.0,0.0,849500000.0,0.0,849500000.0,849500000.0,279800000.0,1129300000.0,116200000.0,89900000.0,-92100000.0,-772300000.0,861800000.0,1473900000.0,22828600000.0,10486500000.0,1400900000.0,961100000.0,9331000000.0,9122100000.0,24302500000.0,323200000.0,24625700000.0,24625700000.0,2023-03-31
,,,,,,,,,,,,,,,77021605.0,77021605.0,-6.48,-6.48,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.258636,2752900000.0,0.0,0.0,326200000.0,1455200000.0,7942500000.0,2752900000.0,1297700000.0,-857700000.0,857700000.0,326200000.0,326200000.0,20776400000.0,76933962.0,76933962.0,4.24,4.24,326200000.0,326200000.0,0.0,326200000.0,0.0,326200000.0,326200000.0,113800000.0,440000000.0,170400000.0,0.0,,-857700000.0,857700000.0,1127300000.0,12833900000.0,4739500000.0,1455200000.0,1455200000.0,5164500000.0,5164500000.0,13961200000.0,7942500000.0,21903700000.0,21903700000.0,2024-06-30 00:00:00
