Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
2160138945.0,2160138945.0,447035000000.0,493037100000.0,347552000000.0,992240000000.0,10094200000.0,347552000000.0,30244800000.0,529447700000.0,906077000000.0,545430000000.0,15982300000.0,529447700000.0,525127400000.0,,,4320300000.0,4320300000.0,643748700000.0,479119300000.0,16649900000.0,,,,,,41698700000.0,406162100000.0,29532800000.0,376629300000.0,11007500000.0,164629400000.0,18324500000.0,86875000000.0,712000000.0,86163000000.0,1934400000.0,22004600000.0,,,331000000.0,21673600000.0,1189178700000.0,1014455100000.0,50653700000.0,,,,19186700000.0,,56107900000.0,56107900000.0,,27072600000.0,13453000000.0,181895700000.0,112826400000.0,69069300000.0,665490300000.0,,665490300000.0,109360900000.0,556129400000.0,,,,,174723600000.0,11774000000.0,,1867500000.0,,,,4375100000.0,,2690100000.0,,36669400000.0,,,117347500000.0,101590200000.0,15757300000.0,,,2024-03-31
2160138945.0,2160138945.0,463412200000.0,500603400000.0,301328000000.0,958701300000.0,31389400000.0,301328000000.0,28836100000.0,486934000000.0,900666600000.0,502632800000.0,15698800000.0,486934000000.0,482613700000.0,,,4320300000.0,4320300000.0,638598000000.0,513286800000.0,15086300000.0,,,,,,41406000000.0,442071000000.0,28338400000.0,413732600000.0,11120900000.0,125311200000.0,18297500000.0,58532400000.0,497700000.0,58034700000.0,3151800000.0,17992700000.0,,,925600000.0,17067100000.0,1141230800000.0,984530200000.0,59410200000.0,,,,20595700000.0,,51261700000.0,51261700000.0,,26496200000.0,13100200000.0,185606000000.0,116684600000.0,68921400000.0,626192500000.0,,626192500000.0,87791900000.0,538400600000.0,,,,,156700600000.0,13299500000.0,,1867500000.0,,,,4782900000.0,,3319000000.0,,32895200000.0,,,100536500000.0,92181400000.0,8355100000.0,,,2023-09-30
2160138945.0,2160138945.0,487615900000.0,524372900000.0,271746700000.0,952771600000.0,45229600000.0,271746700000.0,27437100000.0,455835800000.0,919747900000.0,469220900000.0,13385100000.0,455835800000.0,1665300000.0,307245100000.0,104566500000.0,4320300000.0,4320300000.0,679830400000.0,550584800000.0,11488400000.0,1257300000.0,251200000.0,998200000.0,1011400000.0,12426200000.0,31863700000.0,490729500000.0,26817400000.0,463912100000.0,12017500000.0,129245600000.0,3460500000.0,33643400000.0,619700000.0,33023700000.0,5480300000.0,55508700000.0,13365500000.0,24000000.0,5284300000.0,36834900000.0,1149051300000.0,974576100000.0,43380400000.0,9556100000.0,54734800000.0,215600000.0,21999000000.0,0.0,11890800000.0,9220200000.0,2670600000.0,24983800000.0,24733800000.0,184089100000.0,114455100000.0,69634000000.0,590852400000.0,-131587400000.0,722439800000.0,71293400000.0,163158700000.0,263973000000.0,109466900000.0,114547800000.0,0.0,174475200000.0,11640800000.0,1940100000.0,19412600000.0,0.0,20309900000.0,13975500000.0,4519700000.0,4519700000.0,11288200000.0,0.0,39407900000.0,-1911100000.0,41319000000.0,62864900000.0,53545000000.0,9319900000.0,3057500000.0,6262400000.0,2023-03-31
