Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1000000.0,24718100.0,25718100.0,,812494000.0,5569991000.0,9990800000.0,4883756000.0,5569991000.0,120607000.0,9298913000.0,9340445000.0,9458541000.0,159628000.0,9298913000.0,9051732000.0,,,247181000.0,247181000.0,4517501000.0,444281000.0,86449000.0,58737000.0,,99095000.0,57563000.0,41532000.0,,4073220000.0,616636000.0,713399000.0,63044000.0,650355000.0,,114717000.0,1504020000.0,,,42391000.0,1461629000.0,13976042000.0,5019066000.0,61337000.0,,54133000.0,96571000.0,,96571000.0,3728922000.0,574693000.0,3154229000.0,984503000.0,,984503000.0,12931000.0,971572000.0,,,,8956976000.0,1311807000.0,,,329465000.0,,,,2908521000.0,,,4407183000.0,1910531000.0,2496652000.0,,,2024-03-31
,23800165.0,23800165.0,445583000.0,740207000.0,3453888000.0,6530066000.0,2624249000.0,3453888000.0,105282000.0,5895141000.0,6098298000.0,6071546000.0,176405000.0,5895141000.0,5664139000.0,,,231002000.0,231002000.0,3268531000.0,375303000.0,63004000.0,,,250674000.0,47517000.0,203157000.0,61625000.0,2893228000.0,575669000.0,489533000.0,57765000.0,431768000.0,,104615000.0,1205379000.0,,,69055000.0,1136324000.0,9340077000.0,3822600000.0,112320000.0,,67891000.0,96192000.0,,96192000.0,2441253000.0,428351000.0,2012902000.0,1022829000.0,,1022829000.0,69387000.0,953442000.0,,,,5517477000.0,866621000.0,,,247516000.0,,,,2407943000.0,,,1995397000.0,1806055000.0,189342000.0,,,2023-09-30
,22800165.0,22800165.0,506161000.0,883076000.0,3801386000.0,5723615000.0,2718538000.0,3801386000.0,136703000.0,4977242000.0,5267213000.0,5150513000.0,173271000.0,4977242000.0,4749240000.0,4084802000.0,2721485000.0,228002000.0,228002000.0,3335958000.0,486561000.0,70295000.0,45091000.0,70295000.0,371175000.0,81204000.0,289971000.0,45091000.0,2849397000.0,14438000.0,511901000.0,55499000.0,456402000.0,76787000.0,288526000.0,1513947000.0,235201000.0,917000.0,82170000.0,1195659000.0,8486471000.0,2918536000.0,-1000.0,80720000.0,85323000.0,359154000.0,359154000.0,453697000.0,1175856000.0,326047000.0,849809000.0,1014005000.0,-730323000.0,1744328000.0,32611000.0,981393000.0,1240334000.0,471383000.0,0.0,5567935000.0,1752008000.0,187931000.0,715024000.0,279752000.0,277937000.0,1815000.0,1851146000.0,2293870000.0,-10402000.0,2304272000.0,240212000.0,1302013000.0,240212000.0,4934000.0,235278000.0,2023-03-31
