Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
152939345.0,152939345.0,180600000.0,49446700000.0,49467400000.0,32120400000.0,49446700000.0,171800000.0,49458600000.0,49466700000.0,49458600000.0,49458600000.0,49152700000.0,,,305900000.0,305900000.0,6893000000.0,3531800000.0,3267500000.0,146000000.0,137900000.0,8100000.0,118300000.0,3361200000.0,528600000.0,34600000.0,33900000.0,700000.0,77500000.0,2675300000.0,,,333200000.0,2342100000.0,56351600000.0,20870000000.0,478900000.0,,2160400000.0,2160400000.0,,11938500000.0,,11900000.0,,6108200000.0,,6108200000.0,1675100000.0,4433100000.0,,,,,35481600000.0,410200000.0,,,5763300000.0,,,,,,,1774700000.0,,,27533400000.0,26602600000.0,930800000.0,,2024-03-31
152939345.0,152939345.0,191300000.0,45980300000.0,45996200000.0,30525700000.0,45980300000.0,188500000.0,45993400000.0,45995900000.0,45993400000.0,45993400000.0,45687500000.0,,,305900000.0,305900000.0,7379600000.0,3122700000.0,2866800000.0,152900000.0,150400000.0,2500000.0,103000000.0,4256900000.0,693700000.0,38400000.0,38100000.0,300000.0,53200000.0,2460000000.0,,,382300000.0,2077700000.0,53373000000.0,18590400000.0,556000000.0,,2007200000.0,2007200000.0,,11104700000.0,,13100000.0,,4699100000.0,,4699100000.0,232300000.0,4466800000.0,,,,,34782600000.0,462900000.0,,,6685000000.0,,,,,,,1886500000.0,,,25748200000.0,24990300000.0,757900000.0,,2023-09-30
152939345.0,152939345.0,136100000.0,43689300000.0,43703600000.0,28915000000.0,43689300000.0,136100000.0,43703600000.0,43703600000.0,43703600000.0,43703600000.0,43397700000.0,35574200000.0,1146200000.0,305900000.0,305900000.0,6100900000.0,2900100000.0,2695200000.0,100400000.0,100400000.0,2500000.0,104500000.0,3200800000.0,572000000.0,35700000.0,35700000.0,300000.0,70600000.0,2398700000.0,23300000.0,36800000.0,542800000.0,1795800000.0,49804500000.0,17688700000.0,234000000.0,44500000.0,1706700000.0,1348600000.0,358100000.0,10934900000.0,10934900000.0,14300000.0,14300000.0,4593000000.0,-3254200000.0,7847200000.0,257800000.0,215500000.0,4828500000.0,2026100000.0,519300000.0,0.0,32115800000.0,225500000.0,61400000.0,1151100000.0,6746200000.0,16500000.0,3776000000.0,1394900000.0,1558800000.0,390300000.0,74400000.0,2177600000.0,-413200000.0,2590800000.0,21514800000.0,20840700000.0,674100000.0,674100000.0,2023-03-31
