Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
104638.0,140104422.0,140209060.0,1826300000.0,12655150000.0,26757760000.0,13314740000.0,12655150000.0,48940000.0,24980400000.0,25706170000.0,24980400000.0,0.0,24980400000.0,148610000.0,109860000.0,9733150000.0,14168190000.0,280210000.0,280210000.0,7850030000.0,1421360000.0,,103310000.0,764780000.0,39010000.0,725770000.0,25480000.0,6428670000.0,198400000.0,,1061520000.0,9930000.0,1051590000.0,,28680000.0,3997200000.0,,166140000.0,3831060000.0,32830430000.0,13087020000.0,27510000.0,,121170000.0,402490000.0,402490000.0,,,,12325250000.0,2496400000.0,9828850000.0,99620000.0,,99620000.0,99620000.0,,,,19743410000.0,622120000.0,,,2070330000.0,3173640000.0,,,13877320000.0,5826310000.0,8051010000.0,,,2024-03-31
77001.0,133194059.0,133271060.0,2281460000.0,4023670000.0,18179400000.0,5283580000.0,4023670000.0,35000000.0,15932940000.0,17361660000.0,15932940000.0,0.0,15932940000.0,123460000.0,80930000.0,8200350000.0,6747030000.0,266350000.0,266350000.0,7476970000.0,1700120000.0,10000.0,34450000.0,1445170000.0,16450000.0,1428720000.0,19940000.0,5776850000.0,105670000.0,,836290000.0,18550000.0,817740000.0,,28100000.0,3046570000.0,,102400000.0,2944170000.0,23409910000.0,12349480000.0,13170000.0,,59710000.0,186560000.0,186560000.0,,,,11909270000.0,1958190000.0,9951080000.0,65880000.0,,65880000.0,65880000.0,,,,11060430000.0,445020000.0,,,1439380000.0,2774870000.0,,,6401160000.0,3491070000.0,2910090000.0,,,2023-09-30
,133251060.0,133251060.0,1056260000.0,6362020000.0,15681410000.0,7605420000.0,6362020000.0,25360000.0,14650510000.0,15171260000.0,14671660000.0,21150000.0,14650510000.0,99120000.0,80930000.0,6936370000.0,6740930000.0,266350000.0,266350000.0,5435250000.0,1402170000.0,789240000.0,54620000.0,539120000.0,18370000.0,520750000.0,19190000.0,4033080000.0,574040000.0,67380000.0,517140000.0,6990000.0,510150000.0,32400000.0,32400000.0,2819570000.0,297600000.0,67300000.0,2521970000.0,20106910000.0,8468410000.0,-10000.0,90930000.0,27730000.0,260000.0,10730000.0,260000.0,0.0,0.0,8288490000.0,1648480000.0,6640010000.0,55280000.0,-48520000.0,103800000.0,55290000.0,79140000.0,24660000.0,0.0,11638500000.0,249830000.0,1606260000.0,276990000.0,1094310000.0,2452450000.0,-102610000.0,2555060000.0,6208490000.0,4494620000.0,1713870000.0,1713770000.0,100000.0,2023-03-31
