Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
110561079.0,110561079.0,383040000.0,1296410000.0,15355630000.0,16588440000.0,7332950000.0,15355630000.0,152000000.0,15444030000.0,15633000000.0,15444030000.0,15444030000.0,14338420000.0,,,1105610000.0,1105610000.0,5788290000.0,656160000.0,,,190610000.0,287710000.0,98740000.0,188970000.0,177840000.0,5132130000.0,971760000.0,,1008700000.0,53260000.0,955440000.0,,26310000.0,2491390000.0,,,0.0,2491390000.0,21232320000.0,8767240000.0,305220000.0,,132740000.0,132740000.0,,88400000.0,85440000.0,2960000.0,8240880000.0,,8240880000.0,352610000.0,7888270000.0,,,,,12465080000.0,1055390000.0,,,,4378900000.0,,,,4090000.0,10200000.0,5848720000.0,,,1167780000.0,406410000.0,761370000.0,,,2024-03-31
110561079.0,110561079.0,,589620000.0,14415630000.0,15035480000.0,7000480000.0,14415630000.0,39640000.0,14485500000.0,14485500000.0,14485500000.0,14485500000.0,13379890000.0,,,1105610000.0,1105610000.0,4612750000.0,397410000.0,,,152430000.0,25320000.0,25320000.0,,219660000.0,4215340000.0,254180000.0,,564300000.0,14320000.0,549980000.0,,31530000.0,2794100000.0,,,21630000.0,2772470000.0,19098250000.0,7882430000.0,330890000.0,,94350000.0,94350000.0,,69870000.0,66910000.0,2960000.0,7387320000.0,,7387320000.0,243050000.0,7144270000.0,,,,,11215820000.0,620560000.0,,,,4071350000.0,,,,3920000.0,,4175700000.0,,,2344290000.0,1351760000.0,992530000.0,,,2023-09-30
110561079.0,110561079.0,,628720000.0,13583910000.0,14220990000.0,6654510000.0,13583910000.0,47380000.0,13639650000.0,13639650000.0,13639650000.0,13639650000.0,12534030000.0,9166200000.0,3319770000.0,1105610000.0,1105610000.0,4902250000.0,304990000.0,-10000.0,137690000.0,136580000.0,30730000.0,30730000.0,,137690000.0,4597260000.0,36000000.0,169540000.0,597990000.0,16650000.0,581340000.0,189010000.0,19540000.0,3429520000.0,227160000.0,410000.0,169540000.0,3201950000.0,18541900000.0,7290130000.0,159000000.0,90290000.0,2900000.0,2900000.0,0.0,55740000.0,52780000.0,2960000.0,7141200000.0,-3369090000.0,10510290000.0,345970000.0,2207390000.0,4829950000.0,2366210000.0,760770000.0,0.0,11251770000.0,-10000.0,0.0,29420000.0,663050000.0,4256450000.0,1848080000.0,57000000.0,2351370000.0,21010000.0,,4150240000.0,-166290000.0,4316530000.0,2131610000.0,916960000.0,1214650000.0,1141360000.0,73290000.0,2023-03-31
